[03:14:39.564] |I| [SDL_main]:  Vita3K v0.1 685-2eee7b1
[03:15:30.396] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[03:15:30.400] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x26 at offset: 0x1AA1F1, whence: SCE_SEEK_SET
[03:15:30.400] |T| [read_file]:  sceIoPread: Reading file: fd: 0x26, size: 89615
[03:15:30.425] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x26 at offset: 0x1AA195, whence: SCE_SEEK_SET
[03:15:30.425] |T| [read_file]:  sceIoPread: Reading file: fd: 0x26, size: 89707
[03:15:30.425] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x26 at offset: 0x1AA163, whence: SCE_SEEK_SET
[03:15:30.426] |T| [read_file]:  sceIoPread: Reading file: fd: 0x26, size: 89757
[03:15:30.426] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x26 at offset: 0x1AA138, whence: SCE_SEEK_SET
[03:15:30.426] |T| [read_file]:  sceIoPread: Reading file: fd: 0x26, size: 89800
[03:15:30.427] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x26 at offset: 0x1AA107, whence: SCE_SEEK_SET
[03:15:30.427] |T| [read_file]:  sceIoPread: Reading file: fd: 0x26, size: 89849
[03:15:30.427] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x26 at offset: 0x1AA0DC, whence: SCE_SEEK_SET
[03:15:30.427] |T| [read_file]:  sceIoPread: Reading file: fd: 0x26, size: 89892
[03:15:30.428] |T| [close_file]:  sceIoClose: Closing file: fd: 0x26
[03:15:30.430] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[03:15:30.432] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[03:15:30.432] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[03:15:30.443] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x27 at offset: 0x1A7AA6, whence: SCE_SEEK_SET
[03:15:30.443] |T| [read_file]:  sceIoPread: Reading file: fd: 0x27, size: 99674
[03:15:30.461] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x27 at offset: 0x1A6EA2, whence: SCE_SEEK_SET
[03:15:30.461] |T| [read_file]:  sceIoPread: Reading file: fd: 0x27, size: 102750
[03:15:30.464] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x27 at offset: 0x1A6AD9, whence: SCE_SEEK_SET
[03:15:30.464] |T| [read_file]:  sceIoPread: Reading file: fd: 0x27, size: 103719
[03:15:30.465] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x27 at offset: 0x1A6987, whence: SCE_SEEK_SET
[03:15:30.465] |T| [read_file]:  sceIoPread: Reading file: fd: 0x27, size: 104057
[03:15:30.466] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x27 at offset: 0x1A6902, whence: SCE_SEEK_SET
[03:15:30.466] |T| [read_file]:  sceIoPread: Reading file: fd: 0x27, size: 104190
[03:15:30.467] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x27 at offset: 0x1A68C5, whence: SCE_SEEK_SET
[03:15:30.467] |T| [read_file]:  sceIoPread: Reading file: fd: 0x27, size: 104251
[03:15:30.468] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x27 at offset: 0x1A689A, whence: SCE_SEEK_SET
[03:15:30.468] |T| [read_file]:  sceIoPread: Reading file: fd: 0x27, size: 104294
[03:15:30.468] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x27 at offset: 0x1A6862, whence: SCE_SEEK_SET
[03:15:30.468] |T| [read_file]:  sceIoPread: Reading file: fd: 0x27, size: 104350
[03:15:30.469] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x27 at offset: 0x1A6837, whence: SCE_SEEK_SET
[03:15:30.469] |T| [read_file]:  sceIoPread: Reading file: fd: 0x27, size: 104393
[03:15:30.469] |T| [close_file]:  sceIoClose: Closing file: fd: 0x27
[03:15:30.506] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[03:15:30.507] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[03:15:30.508] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[03:15:30.512] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x28 at offset: 0x1AB26B, whence: SCE_SEEK_SET
[03:15:30.512] |T| [read_file]:  sceIoPread: Reading file: fd: 0x28, size: 85397
[03:15:30.523] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x28 at offset: 0x1AAC6A, whence: SCE_SEEK_SET
[03:15:30.523] |T| [read_file]:  sceIoPread: Reading file: fd: 0x28, size: 86934
[03:15:30.524] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x28 at offset: 0x1AAA8B, whence: SCE_SEEK_SET
[03:15:30.525] |T| [read_file]:  sceIoPread: Reading file: fd: 0x28, size: 87413
[03:15:30.525] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x28 at offset: 0x1AA9F3, whence: SCE_SEEK_SET
[03:15:30.525] |T| [read_file]:  sceIoPread: Reading file: fd: 0x28, size: 87565
[03:15:30.526] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x28 at offset: 0x1AA9B7, whence: SCE_SEEK_SET
[03:15:30.526] |T| [read_file]:  sceIoPread: Reading file: fd: 0x28, size: 87625
[03:15:30.526] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x28 at offset: 0x1AA984, whence: SCE_SEEK_SET
[03:15:30.527] |T| [read_file]:  sceIoPread: Reading file: fd: 0x28, size: 87676
[03:15:30.527] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x28 at offset: 0x1AA94E, whence: SCE_SEEK_SET
[03:15:30.527] |T| [read_file]:  sceIoPread: Reading file: fd: 0x28, size: 87730
[03:15:30.527] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x28 at offset: 0x1AA923, whence: SCE_SEEK_SET
[03:15:30.528] |T| [read_file]:  sceIoPread: Reading file: fd: 0x28, size: 87773
[03:15:30.528] |T| [close_file]:  sceIoClose: Closing file: fd: 0x28
[03:15:30.565] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[03:15:30.566] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[03:15:30.566] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[03:15:30.570] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x29 at offset: 0x1AE093, whence: SCE_SEEK_SET
[03:15:30.570] |T| [read_file]:  sceIoPread: Reading file: fd: 0x29, size: 73581
[03:15:30.582] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x29 at offset: 0x1ACE7E, whence: SCE_SEEK_SET
[03:15:30.583] |T| [read_file]:  sceIoPread: Reading file: fd: 0x29, size: 78210
[03:15:30.584] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x29 at offset: 0x1AC851, whence: SCE_SEEK_SET
[03:15:30.585] |T| [read_file]:  sceIoPread: Reading file: fd: 0x29, size: 79791
[03:15:30.586] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x29 at offset: 0x1AC6A3, whence: SCE_SEEK_SET
[03:15:30.586] |T| [read_file]:  sceIoPread: Reading file: fd: 0x29, size: 80221
[03:15:30.587] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x29 at offset: 0x1AC613, whence: SCE_SEEK_SET
[03:15:30.587] |T| [read_file]:  sceIoPread: Reading file: fd: 0x29, size: 80365
[03:15:30.587] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x29 at offset: 0x1AC5D9, whence: SCE_SEEK_SET
[03:15:30.588] |T| [read_file]:  sceIoPread: Reading file: fd: 0x29, size: 80423
[03:15:30.588] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x29 at offset: 0x1AC5A2, whence: SCE_SEEK_SET
[03:15:30.588] |T| [read_file]:  sceIoPread: Reading file: fd: 0x29, size: 80478
[03:15:30.588] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x29 at offset: 0x1AC573, whence: SCE_SEEK_SET
[03:15:30.589] |T| [read_file]:  sceIoPread: Reading file: fd: 0x29, size: 80525
[03:15:30.589] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x29 at offset: 0x1AC548, whence: SCE_SEEK_SET
[03:15:30.589] |T| [read_file]:  sceIoPread: Reading file: fd: 0x29, size: 80568
[03:15:30.590] |T| [close_file]:  sceIoClose: Closing file: fd: 0x29
[03:15:30.627] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[03:15:30.628] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[03:15:30.628] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[03:15:30.631] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2A at offset: 0x1AA395, whence: SCE_SEEK_SET
[03:15:30.632] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2A, size: 89195
[03:15:30.638] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2A at offset: 0x1AA35F, whence: SCE_SEEK_SET
[03:15:30.638] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2A, size: 89249
[03:15:30.639] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2A at offset: 0x1AA334, whence: SCE_SEEK_SET
[03:15:30.639] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2A, size: 89292
[03:15:30.639] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2A at offset: 0x1AA303, whence: SCE_SEEK_SET
[03:15:30.640] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2A, size: 89341
[03:15:30.640] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2A at offset: 0x1AA2D7, whence: SCE_SEEK_SET
[03:15:30.640] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2A, size: 89385
[03:15:30.640] |T| [close_file]:  sceIoClose: Closing file: fd: 0x2A
[03:15:30.671] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[03:15:30.672] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[03:15:30.673] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[03:15:30.676] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2B at offset: 0x1AA5FC, whence: SCE_SEEK_SET
[03:15:30.677] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2B, size: 88580
[03:15:30.687] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2B at offset: 0x1AA505, whence: SCE_SEEK_SET
[03:15:30.688] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2B, size: 88827
[03:15:30.688] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2B at offset: 0x1AA4A5, whence: SCE_SEEK_SET
[03:15:30.688] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2B, size: 88923
[03:15:30.689] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2B at offset: 0x1AA472, whence: SCE_SEEK_SET
[03:15:30.689] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2B, size: 88974
[03:15:30.690] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2B at offset: 0x1AA447, whence: SCE_SEEK_SET
[03:15:30.690] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2B, size: 89017
[03:15:30.690] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2B at offset: 0x1AA41C, whence: SCE_SEEK_SET
[03:15:30.690] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2B, size: 89060
[03:15:30.691] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2B at offset: 0x1AA3F1, whence: SCE_SEEK_SET
[03:15:30.691] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2B, size: 89103
[03:15:30.691] |T| [close_file]:  sceIoClose: Closing file: fd: 0x2B
[03:15:30.726] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/CharTextures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/CharTextures.tfc)
[03:15:30.727] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/CharTextures.tfc
[03:15:30.727] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/CharTextures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/CharTextures.tfc)
[03:15:30.750] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2C at offset: 0x36DDC, whence: SCE_SEEK_SET
[03:15:30.750] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2C, size: 37412
[03:15:30.775] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2C at offset: 0x36DB1, whence: SCE_SEEK_SET
[03:15:30.775] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2C, size: 37455
[03:15:30.776] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2C at offset: 0x36D86, whence: SCE_SEEK_SET
[03:15:30.776] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2C, size: 37498
[03:15:30.776] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2C at offset: 0x36D5B, whence: SCE_SEEK_SET
[03:15:30.777] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2C, size: 37541
[03:15:30.777] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2C at offset: 0x36D30, whence: SCE_SEEK_SET
[03:15:30.777] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2C, size: 37584
[03:15:30.777] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2C at offset: 0x36D05, whence: SCE_SEEK_SET
[03:15:30.778] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2C, size: 37627
[03:15:30.778] |T| [close_file]:  sceIoClose: Closing file: fd: 0x2C
[03:15:30.806] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[03:15:30.808] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[03:15:30.808] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[03:15:30.812] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2D at offset: 0x1B230B, whence: SCE_SEEK_SET
[03:15:30.812] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2D, size: 56565
[03:15:30.822] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2D at offset: 0x1B21F1, whence: SCE_SEEK_SET
[03:15:30.822] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2D, size: 56847
[03:15:30.823] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2D at offset: 0x1B218E, whence: SCE_SEEK_SET
[03:15:30.823] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2D, size: 56946
[03:15:30.824] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2D at offset: 0x1B215B, whence: SCE_SEEK_SET
[03:15:30.824] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2D, size: 56997
[03:15:30.824] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2D at offset: 0x1B2130, whence: SCE_SEEK_SET
[03:15:30.825] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2D, size: 57040
[03:15:30.825] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2D at offset: 0x1B2104, whence: SCE_SEEK_SET
[03:15:30.825] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2D, size: 57084
[03:15:30.825] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2D at offset: 0x1B20C9, whence: SCE_SEEK_SET
[03:15:30.826] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2D, size: 57143
[03:15:30.826] |T| [close_file]:  sceIoClose: Closing file: fd: 0x2D
[03:15:30.861] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[03:15:30.863] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[03:15:30.864] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[03:15:30.869] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2E at offset: 0x1B2042, whence: SCE_SEEK_SET
[03:15:30.869] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2E, size: 57278
[03:15:30.875] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2E at offset: 0x1B1FF4, whence: SCE_SEEK_SET
[03:15:30.876] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2E, size: 57356
[03:15:30.876] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2E at offset: 0x1B1FBC, whence: SCE_SEEK_SET
[03:15:30.876] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2E, size: 57412
[03:15:30.877] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2E at offset: 0x1B1F91, whence: SCE_SEEK_SET
[03:15:30.877] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2E, size: 57455
[03:15:30.877] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2E at offset: 0x1B1F66, whence: SCE_SEEK_SET
[03:15:30.877] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2E, size: 57498
[03:15:30.878] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2E at offset: 0x1B1F34, whence: SCE_SEEK_SET
[03:15:30.878] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2E, size: 57548
[03:15:30.879] |T| [close_file]:  sceIoClose: Closing file: fd: 0x2E
[03:15:30.911] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[03:15:30.912] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[03:15:30.912] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[03:15:30.916] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2F at offset: 0x1B1A46, whence: SCE_SEEK_SET
[03:15:30.916] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2F, size: 58810
[03:15:30.926] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2F at offset: 0x1B18B8, whence: SCE_SEEK_SET
[03:15:30.926] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2F, size: 59208
[03:15:30.927] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2F at offset: 0x1B182A, whence: SCE_SEEK_SET
[03:15:30.927] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2F, size: 59350
[03:15:30.927] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2F at offset: 0x1B17ED, whence: SCE_SEEK_SET
[03:15:30.928] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2F, size: 59411
[03:15:30.928] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2F at offset: 0x1B17BE, whence: SCE_SEEK_SET
[03:15:30.928] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2F, size: 59458
[03:15:30.928] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2F at offset: 0x1B1793, whence: SCE_SEEK_SET
[03:15:30.929] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2F, size: 59501
[03:15:30.929] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2F at offset: 0x1B1768, whence: SCE_SEEK_SET
[03:15:30.929] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2F, size: 59544
[03:15:30.929] |T| [close_file]:  sceIoClose: Closing file: fd: 0x2F
[03:15:30.965] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[03:15:30.966] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[03:15:30.966] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[03:15:30.970] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x30 at offset: 0x8F28, whence: SCE_SEEK_SET
[03:15:30.970] |T| [read_file]:  sceIoPread: Reading file: fd: 0x30, size: 225496
[03:15:30.982] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x30 at offset: 0x8224, whence: SCE_SEEK_SET
[03:15:30.982] |T| [read_file]:  sceIoPread: Reading file: fd: 0x30, size: 228828
[03:15:30.984] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x30 at offset: 0x7DC3, whence: SCE_SEEK_SET
[03:15:30.984] |T| [read_file]:  sceIoPread: Reading file: fd: 0x30, size: 229949
[03:15:30.985] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x30 at offset: 0x7BF3, whence: SCE_SEEK_SET
[03:15:30.985] |T| [read_file]:  sceIoPread: Reading file: fd: 0x30, size: 230413
[03:15:30.985] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x30 at offset: 0x7B52, whence: SCE_SEEK_SET
[03:15:30.986] |T| [read_file]:  sceIoPread: Reading file: fd: 0x30, size: 230574
[03:15:30.986] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x30 at offset: 0x7B14, whence: SCE_SEEK_SET
[03:15:30.986] |T| [read_file]:  sceIoPread: Reading file: fd: 0x30, size: 230636
[03:15:30.987] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x30 at offset: 0x7ADA, whence: SCE_SEEK_SET
[03:15:30.987] |T| [read_file]:  sceIoPread: Reading file: fd: 0x30, size: 230694
[03:15:30.987] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x30 at offset: 0x7AAB, whence: SCE_SEEK_SET
[03:15:30.987] |T| [read_file]:  sceIoPread: Reading file: fd: 0x30, size: 230741
[03:15:30.988] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x30 at offset: 0x7A80, whence: SCE_SEEK_SET
[03:15:30.988] |T| [read_file]:  sceIoPread: Reading file: fd: 0x30, size: 230784
[03:15:30.988] |T| [close_file]:  sceIoClose: Closing file: fd: 0x30
[03:15:31.023] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[03:15:31.024] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[03:15:31.025] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[03:15:31.028] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x31 at offset: 0xEAA9, whence: SCE_SEEK_SET
[03:15:31.028] |T| [read_file]:  sceIoPread: Reading file: fd: 0x31, size: 202071
[03:15:31.041] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x31 at offset: 0xD4D0, whence: SCE_SEEK_SET
[03:15:31.041] |T| [read_file]:  sceIoPread: Reading file: fd: 0x31, size: 207664
[03:15:31.043] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x31 at offset: 0xCE31, whence: SCE_SEEK_SET
[03:15:31.043] |T| [read_file]:  sceIoPread: Reading file: fd: 0x31, size: 209359
[03:15:31.044] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x31 at offset: 0xCC50, whence: SCE_SEEK_SET
[03:15:31.044] |T| [read_file]:  sceIoPread: Reading file: fd: 0x31, size: 209840
[03:15:31.045] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x31 at offset: 0xCBAD, whence: SCE_SEEK_SET
[03:15:31.045] |T| [read_file]:  sceIoPread: Reading file: fd: 0x31, size: 210003
[03:15:31.046] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x31 at offset: 0xCB6E, whence: SCE_SEEK_SET
[03:15:31.046] |T| [read_file]:  sceIoPread: Reading file: fd: 0x31, size: 210066
[03:15:31.046] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x31 at offset: 0xCB34, whence: SCE_SEEK_SET
[03:15:31.047] |T| [read_file]:  sceIoPread: Reading file: fd: 0x31, size: 210124
[03:15:31.047] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x31 at offset: 0xCB09, whence: SCE_SEEK_SET
[03:15:31.047] |T| [read_file]:  sceIoPread: Reading file: fd: 0x31, size: 210167
[03:15:31.047] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x31 at offset: 0xCADE, whence: SCE_SEEK_SET
[03:15:31.048] |T| [read_file]:  sceIoPread: Reading file: fd: 0x31, size: 210210
[03:15:31.048] |T| [close_file]:  sceIoClose: Closing file: fd: 0x31
[03:15:31.082] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[03:15:31.084] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[03:15:31.084] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[03:15:31.088] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x32 at offset: 0x141BF, whence: SCE_SEEK_SET
[03:15:31.088] |T| [read_file]:  sceIoPread: Reading file: fd: 0x32, size: 179777
[03:15:31.098] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x32 at offset: 0x13EF7, whence: SCE_SEEK_SET
[03:15:31.098] |T| [read_file]:  sceIoPread: Reading file: fd: 0x32, size: 180489
[03:15:31.099] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x32 at offset: 0x13E04, whence: SCE_SEEK_SET
[03:15:31.099] |T| [read_file]:  sceIoPread: Reading file: fd: 0x32, size: 180732
[03:15:31.099] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x32 at offset: 0x13DA5, whence: SCE_SEEK_SET
[03:15:31.100] |T| [read_file]:  sceIoPread: Reading file: fd: 0x32, size: 180827
