[00:02:05.197] |C| [handle_access_violation]: Unhandled write protected region was valid. Address=0x10
[00:02:07.882] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.883] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.883] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.883] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.884] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.884] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.885] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.885] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.885] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.886] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.886] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.887] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.887] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.887] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.888] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.888] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.889] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.889] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.890] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.890] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.891] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.891] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.891] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.892] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.892] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.893] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.893] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.893] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.894] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.894] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.895] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.918] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.919] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.920] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.920] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.921] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.921] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.922] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.923] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.923] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.924] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.924] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.924] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.925] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.925] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.926] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.926] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.926] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.927] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.927] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.928] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.928] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.928] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.929] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.929] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.930] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.930] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.930] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.931] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.931] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.932] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.932] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.932] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.933] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.933] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.934] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.934] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.934] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.935] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.935] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.936] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.936] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.936] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.937] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.937] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.938] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.938] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.938] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.939] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.939] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.940] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.940] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.940] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.964] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.965] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.965] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.966] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.966] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.966] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.967] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.967] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.968] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.968] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.968] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.969] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.969] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.970] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.970] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.970] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.971] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.971] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.972] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.972] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.973] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.973] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.974] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.974] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.974] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.975] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.975] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.976] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.976] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.976] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.977] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.977] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.977] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.978] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.978] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.979] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.979] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.979] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.980] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.980] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.981] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.981] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.981] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.982] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.982] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.983] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.983] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.983] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.984] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.984] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.984] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.985] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:07.985] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.006] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.007] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.008] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.010] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.010] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.010] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.011] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.011] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.012] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.012] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.013] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.013] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.013] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.014] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.014] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.014] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.015] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.015] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.016] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.016] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.016] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.017] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.017] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.018] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.019] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.019] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.019] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.020] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.020] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.021] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.021] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.022] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.022] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.022] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.023] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.023] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.024] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.024] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.024] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.025] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.025] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.026] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.026] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.026] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.027] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.027] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.028] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.028] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.028] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.029] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.029] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.029] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.030] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.030] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.031] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.031] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.031] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.032] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.032] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.046] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.047] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.048] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.048] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.049] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.050] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.050] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.050] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.053] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.054] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.054] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.054] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.055] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.055] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.056] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.056] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.057] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.057] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.057] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.058] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.058] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.058] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.059] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.059] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.060] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.060] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.060] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.061] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.061] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.062] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.062] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.062] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.063] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.063] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.064] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.064] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.088] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.090] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.092] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.093] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.093] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.093] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.094] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.094] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.095] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.095] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.095] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.096] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.096] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.097] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.097] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.097] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.098] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.098] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.099] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.099] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.099] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.100] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.100] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.101] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.101] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.101] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.102] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.102] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.103] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.103] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.103] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.104] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.104] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.105] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.105] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.105] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.106] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.106] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.107] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.107] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.107] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.108] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.108] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.108] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.109] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.109] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.110] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.110] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.130] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.130] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.131] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.131] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.132] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.132] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.133] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.133] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.133] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.134] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.137] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.137] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.138] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.138] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.139] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.139] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.140] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.140] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.140] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.141] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.141] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.142] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.142] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.143] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.143] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.143] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.144] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.144] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.144] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.145] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.145] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.146] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.146] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.146] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.147] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.147] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.148] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.148] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.148] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.149] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.149] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.150] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.150] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.150] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.151] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.151] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.152] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.152] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.152] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.153] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.153] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.154] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.154] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.154] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.155] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.155] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.156] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.156] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.157] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.157] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:08.157] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
