[08:40:31.197] |I| [config::init_config]: input-vpk-path: games\PCSG01029_GalGunDoublePeace_Bilingual.zip
[08:41:35.392] |T| [seek_file]: sceIoPread: Seeking fd: 0x162, offset: 0x727975, whence: SCE_SEEK_SET
[08:41:35.392] |T| [read_file]: sceIoPread: Reading 99979 bytes of fd 0x162
[08:41:35.392] |T| [seek_file]: sceIoPread: Seeking fd: 0x162, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.392] |T| [seek_file]: sceIoPread: Seeking fd: 0x162, offset: 0x7278F5, whence: SCE_SEEK_SET
[08:41:35.393] |T| [read_file]: sceIoPread: Reading 100107 bytes of fd 0x162
[08:41:35.393] |T| [seek_file]: sceIoPread: Seeking fd: 0x162, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.394] |T| [seek_file]: sceIoPread: Seeking fd: 0x162, offset: 0x7278B4, whence: SCE_SEEK_SET
[08:41:35.395] |T| [read_file]: sceIoPread: Reading 100172 bytes of fd 0x162
[08:41:35.395] |T| [seek_file]: sceIoPread: Seeking fd: 0x162, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.395] |T| [seek_file]: sceIoPread: Seeking fd: 0x162, offset: 0x72787C, whence: SCE_SEEK_SET
[08:41:35.398] |T| [read_file]: sceIoPread: Reading 100228 bytes of fd 0x162
[08:41:35.399] |T| [seek_file]: sceIoPread: Seeking fd: 0x162, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.399] |T| [seek_file]: sceIoPread: Seeking fd: 0x162, offset: 0x727847, whence: SCE_SEEK_SET
[08:41:35.399] |T| [read_file]: sceIoPread: Reading 100281 bytes of fd 0x162
[08:41:35.399] |T| [seek_file]: sceIoPread: Seeking fd: 0x162, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.400] |T| [seek_file]: sceIoPread: Seeking fd: 0x162, offset: 0x72781C, whence: SCE_SEEK_SET
[08:41:35.400] |T| [read_file]: sceIoPread: Reading 100324 bytes of fd 0x162
[08:41:35.400] |T| [seek_file]: sceIoPread: Seeking fd: 0x162, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.400] |T| [close_file]: sceIoClose: Closing file fd: 0x162
[08:41:35.401] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG01029/GG2Game/CookedNGP/Textures.tfc)
[08:41:35.402] |E| [init_texture_base]: Initialized texture with unsupported texture format: 0x81000000
[08:41:35.402] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[08:41:35.402] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG01029/GG2Game/CookedNGP/Textures.tfc), fd: 0x163
[08:41:35.402] |T| [seek_file]: sceIoPread: Seeking fd: 0x163, offset: 0x7234D4, whence: SCE_SEEK_SET
[08:41:35.403] |T| [read_file]: sceIoPread: Reading 117548 bytes of fd 0x163
[08:41:35.403] |T| [seek_file]: sceIoPread: Seeking fd: 0x163, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.403] |T| [seek_file]: sceIoPread: Seeking fd: 0x163, offset: 0x7233B5, whence: SCE_SEEK_SET
[08:41:35.404] |T| [read_file]: sceIoPread: Reading 117835 bytes of fd 0x163
[08:41:35.404] |T| [seek_file]: sceIoPread: Seeking fd: 0x163, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.405] |T| [seek_file]: sceIoPread: Seeking fd: 0x163, offset: 0x723334, whence: SCE_SEEK_SET
[08:41:35.405] |T| [read_file]: sceIoPread: Reading 117964 bytes of fd 0x163
[08:41:35.405] |T| [seek_file]: sceIoPread: Seeking fd: 0x163, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.406] |T| [seek_file]: sceIoPread: Seeking fd: 0x163, offset: 0x7232F7, whence: SCE_SEEK_SET
[08:41:35.406] |T| [read_file]: sceIoPread: Reading 118025 bytes of fd 0x163
[08:41:35.406] |T| [seek_file]: sceIoPread: Seeking fd: 0x163, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.407] |T| [seek_file]: sceIoPread: Seeking fd: 0x163, offset: 0x7232CC, whence: SCE_SEEK_SET
[08:41:35.408] |T| [read_file]: sceIoPread: Reading 118068 bytes of fd 0x163
[08:41:35.408] |T| [seek_file]: sceIoPread: Seeking fd: 0x163, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.408] |T| [seek_file]: sceIoPread: Seeking fd: 0x163, offset: 0x7232A1, whence: SCE_SEEK_SET
[08:41:35.409] |T| [read_file]: sceIoPread: Reading 118111 bytes of fd 0x163
[08:41:35.409] |T| [seek_file]: sceIoPread: Seeking fd: 0x163, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.409] |T| [seek_file]: sceIoPread: Seeking fd: 0x163, offset: 0x723276, whence: SCE_SEEK_SET
[08:41:35.410] |T| [read_file]: sceIoPread: Reading 118154 bytes of fd 0x163
[08:41:35.410] |T| [seek_file]: sceIoPread: Seeking fd: 0x163, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.410] |T| [close_file]: sceIoClose: Closing file fd: 0x163
[08:41:35.412] |E| [init_texture_base]: Initialized texture with unsupported texture format: 0x81000000
[08:41:35.412] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG01029/GG2Game/CookedNGP/Textures.tfc)
[08:41:35.412] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[08:41:35.414] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG01029/GG2Game/CookedNGP/Textures.tfc), fd: 0x164
[08:41:35.415] |T| [seek_file]: sceIoPread: Seeking fd: 0x164, offset: 0x7289FB, whence: SCE_SEEK_SET
[08:41:35.415] |T| [read_file]: sceIoPread: Reading 95749 bytes of fd 0x164
[08:41:35.415] |T| [seek_file]: sceIoPread: Seeking fd: 0x164, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.415] |T| [seek_file]: sceIoPread: Seeking fd: 0x164, offset: 0x72899C, whence: SCE_SEEK_SET
[08:41:35.416] |T| [read_file]: sceIoPread: Reading 95844 bytes of fd 0x164
[08:41:35.416] |T| [seek_file]: sceIoPread: Seeking fd: 0x164, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.416] |T| [seek_file]: sceIoPread: Seeking fd: 0x164, offset: 0x728967, whence: SCE_SEEK_SET
[08:41:35.416] |T| [read_file]: sceIoPread: Reading 95897 bytes of fd 0x164
[08:41:35.416] |T| [seek_file]: sceIoPread: Seeking fd: 0x164, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.417] |T| [seek_file]: sceIoPread: Seeking fd: 0x164, offset: 0x72893C, whence: SCE_SEEK_SET
[08:41:35.417] |T| [read_file]: sceIoPread: Reading 95940 bytes of fd 0x164
[08:41:35.417] |T| [seek_file]: sceIoPread: Seeking fd: 0x164, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.417] |T| [seek_file]: sceIoPread: Seeking fd: 0x164, offset: 0x728911, whence: SCE_SEEK_SET
[08:41:35.418] |T| [read_file]: sceIoPread: Reading 95983 bytes of fd 0x164
[08:41:35.418] |T| [seek_file]: sceIoPread: Seeking fd: 0x164, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.418] |T| [seek_file]: sceIoPread: Seeking fd: 0x164, offset: 0x7288E6, whence: SCE_SEEK_SET
[08:41:35.418] |T| [read_file]: sceIoPread: Reading 96026 bytes of fd 0x164
[08:41:35.419] |T| [seek_file]: sceIoPread: Seeking fd: 0x164, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.419] |T| [close_file]: sceIoClose: Closing file fd: 0x164
[08:41:35.420] |E| [init_texture_base]: Initialized texture with unsupported texture format: 0x81000000
[08:41:35.420] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG01029/GG2Game/CookedNGP/Textures.tfc)
[08:41:35.420] |E| [init_texture_base]: Initialized texture with unsupported texture format: 0x80000000
[08:41:35.420] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[08:41:35.421] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG01029/GG2Game/CookedNGP/Textures.tfc), fd: 0x165
[08:41:35.421] |T| [seek_file]: sceIoPread: Seeking fd: 0x165, offset: 0x20C7B1, whence: SCE_SEEK_SET
[08:41:35.421] |T| [read_file]: sceIoPread: Reading 211023 bytes of fd 0x165
[08:41:35.422] |T| [seek_file]: sceIoPread: Seeking fd: 0x165, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.423] |T| [seek_file]: sceIoPread: Seeking fd: 0x165, offset: 0x20C76C, whence: SCE_SEEK_SET
[08:41:35.423] |T| [read_file]: sceIoPread: Reading 211092 bytes of fd 0x165
[08:41:35.423] |T| [seek_file]: sceIoPread: Seeking fd: 0x165, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.423] |T| [seek_file]: sceIoPread: Seeking fd: 0x165, offset: 0x20C73B, whence: SCE_SEEK_SET
[08:41:35.424] |T| [read_file]: sceIoPread: Reading 211141 bytes of fd 0x165
[08:41:35.424] |T| [seek_file]: sceIoPread: Seeking fd: 0x165, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.426] |T| [seek_file]: sceIoPread: Seeking fd: 0x165, offset: 0x20C715, whence: SCE_SEEK_SET
[08:41:35.427] |T| [read_file]: sceIoPread: Reading 211179 bytes of fd 0x165
[08:41:35.427] |T| [seek_file]: sceIoPread: Seeking fd: 0x165, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.427] |T| [seek_file]: sceIoPread: Seeking fd: 0x165, offset: 0x20C6F3, whence: SCE_SEEK_SET
[08:41:35.428] |T| [read_file]: sceIoPread: Reading 211213 bytes of fd 0x165
[08:41:35.428] |T| [seek_file]: sceIoPread: Seeking fd: 0x165, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.428] |T| [close_file]: sceIoClose: Closing file fd: 0x165
[08:41:35.429] |E| [init_texture_base]: Initialized texture with unsupported texture format: 0x7001000
[08:41:35.429] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG01029/GG2Game/CookedNGP/Textures.tfc)
[08:41:35.432] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[08:41:35.432] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG01029/GG2Game/CookedNGP/Textures.tfc), fd: 0x166
[08:41:35.432] |T| [seek_file]: sceIoPread: Seeking fd: 0x166, offset: 0x20C177, whence: SCE_SEEK_SET
[08:41:35.432] |T| [read_file]: sceIoPread: Reading 212617 bytes of fd 0x166
[08:41:35.433] |T| [seek_file]: sceIoPread: Seeking fd: 0x166, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.433] |T| [seek_file]: sceIoPread: Seeking fd: 0x166, offset: 0x20C13A, whence: SCE_SEEK_SET
[08:41:35.433] |T| [read_file]: sceIoPread: Reading 212678 bytes of fd 0x166
[08:41:35.433] |T| [seek_file]: sceIoPread: Seeking fd: 0x166, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.434] |T| [seek_file]: sceIoPread: Seeking fd: 0x166, offset: 0x20C10F, whence: SCE_SEEK_SET
[08:41:35.434] |T| [read_file]: sceIoPread: Reading 212721 bytes of fd 0x166
[08:41:35.434] |T| [seek_file]: sceIoPread: Seeking fd: 0x166, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.434] |T| [seek_file]: sceIoPread: Seeking fd: 0x166, offset: 0x20C0E4, whence: SCE_SEEK_SET
[08:41:35.435] |T| [read_file]: sceIoPread: Reading 212764 bytes of fd 0x166
[08:41:35.435] |T| [seek_file]: sceIoPread: Seeking fd: 0x166, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.435] |T| [close_file]: sceIoClose: Closing file fd: 0x166
[08:41:35.436] |E| [init_texture_base]: Initialized texture with unsupported texture format: 0x81000000
[08:41:35.436] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG01029/GG2Game/CookedNGP/Textures.tfc)
[08:41:35.436] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[08:41:35.437] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG01029/GG2Game/CookedNGP/Textures.tfc), fd: 0x167
[08:41:35.437] |T| [seek_file]: sceIoPread: Seeking fd: 0x167, offset: 0x77AE, whence: SCE_SEEK_SET
[08:41:35.438] |T| [read_file]: sceIoPread: Reading 231506 bytes of fd 0x167
[08:41:35.438] |T| [seek_file]: sceIoPread: Seeking fd: 0x167, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.439] |T| [seek_file]: sceIoPread: Seeking fd: 0x167, offset: 0x7690, whence: SCE_SEEK_SET
[08:41:35.439] |T| [read_file]: sceIoPread: Reading 231792 bytes of fd 0x167
[08:41:35.439] |T| [seek_file]: sceIoPread: Seeking fd: 0x167, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.439] |T| [seek_file]: sceIoPread: Seeking fd: 0x167, offset: 0x75DD, whence: SCE_SEEK_SET
[08:41:35.441] |T| [read_file]: sceIoPread: Reading 231971 bytes of fd 0x167
[08:41:35.441] |T| [seek_file]: sceIoPread: Seeking fd: 0x167, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.441] |T| [seek_file]: sceIoPread: Seeking fd: 0x167, offset: 0x7594, whence: SCE_SEEK_SET
[08:41:35.442] |T| [read_file]: sceIoPread: Reading 232044 bytes of fd 0x167
[08:41:35.442] |T| [seek_file]: sceIoPread: Seeking fd: 0x167, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.442] |T| [seek_file]: sceIoPread: Seeking fd: 0x167, offset: 0x7563, whence: SCE_SEEK_SET
[08:41:35.443] |T| [read_file]: sceIoPread: Reading 232093 bytes of fd 0x167
[08:41:35.443] |T| [seek_file]: sceIoPread: Seeking fd: 0x167, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.443] |T| [seek_file]: sceIoPread: Seeking fd: 0x167, offset: 0x7538, whence: SCE_SEEK_SET
[08:41:35.444] |T| [read_file]: sceIoPread: Reading 232136 bytes of fd 0x167
[08:41:35.444] |T| [seek_file]: sceIoPread: Seeking fd: 0x167, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.444] |T| [seek_file]: sceIoPread: Seeking fd: 0x167, offset: 0x750D, whence: SCE_SEEK_SET
[08:41:35.445] |T| [read_file]: sceIoPread: Reading 232179 bytes of fd 0x167
[08:41:35.445] |T| [seek_file]: sceIoPread: Seeking fd: 0x167, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.445] |T| [seek_file]: sceIoPread: Seeking fd: 0x167, offset: 0x74E2, whence: SCE_SEEK_SET
[08:41:35.445] |T| [read_file]: sceIoPread: Reading 232222 bytes of fd 0x167
[08:41:35.447] |T| [seek_file]: sceIoPread: Seeking fd: 0x167, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.448] |T| [close_file]: sceIoClose: Closing file fd: 0x167
[08:41:35.449] |E| [init_texture_base]: Initialized texture with unsupported texture format: 0x80000000
[08:41:35.449] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG01029/GG2Game/CookedNGP/Textures.tfc)
[08:41:35.449] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[08:41:35.450] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG01029/GG2Game/CookedNGP/Textures.tfc), fd: 0x168
[08:41:35.450] |T| [seek_file]: sceIoPread: Seeking fd: 0x168, offset: 0x2B9B, whence: SCE_SEEK_SET
[08:41:35.450] |T| [read_file]: sceIoPread: Reading 250981 bytes of fd 0x168
[08:41:35.451] |T| [seek_file]: sceIoPread: Seeking fd: 0x168, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.451] |T| [seek_file]: sceIoPread: Seeking fd: 0x168, offset: 0x2B70, whence: SCE_SEEK_SET
[08:41:35.451] |T| [read_file]: sceIoPread: Reading 251024 bytes of fd 0x168
[08:41:35.451] |T| [seek_file]: sceIoPread: Seeking fd: 0x168, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.452] |T| [seek_file]: sceIoPread: Seeking fd: 0x168, offset: 0x2B44, whence: SCE_SEEK_SET
[08:41:35.452] |T| [read_file]: sceIoPread: Reading 251068 bytes of fd 0x168
[08:41:35.452] |T| [seek_file]: sceIoPread: Seeking fd: 0x168, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.452] |T| [seek_file]: sceIoPread: Seeking fd: 0x168, offset: 0x2B18, whence: SCE_SEEK_SET
[08:41:35.452] |T| [read_file]: sceIoPread: Reading 251112 bytes of fd 0x168
[08:41:35.453] |T| [seek_file]: sceIoPread: Seeking fd: 0x168, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.453] |T| [close_file]: sceIoClose: Closing file fd: 0x168
[08:41:35.454] |E| [init_texture_base]: Initialized texture with unsupported texture format: 0x81000000
[08:41:35.454] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG01029/GG2Game/CookedNGP/Textures.tfc)
[08:41:35.454] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[08:41:35.455] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG01029/GG2Game/CookedNGP/Textures.tfc), fd: 0x169
[08:41:35.456] |T| [seek_file]: sceIoPread: Seeking fd: 0x169, offset: 0x2BDB, whence: SCE_SEEK_SET
[08:41:35.456] |T| [read_file]: sceIoPread: Reading 250917 bytes of fd 0x169
[08:41:35.456] |T| [seek_file]: sceIoPread: Seeking fd: 0x169, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.456] |T| [close_file]: sceIoClose: Closing file fd: 0x169
[08:41:35.457] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG01029/GG2Game/CookedNGP/Textures.tfc)
[08:41:35.458] |E| [init_texture_base]: Initialized texture with unsupported texture format: 0x1000
[08:41:35.458] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[08:41:35.459] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG01029/GG2Game/CookedNGP/Textures.tfc), fd: 0x16A
[08:41:35.460] |T| [seek_file]: sceIoPread: Seeking fd: 0x16A, offset: 0x20BB4B, whence: SCE_SEEK_SET
[08:41:35.460] |T| [read_file]: sceIoPread: Reading 214197 bytes of fd 0x16A
[08:41:35.460] |T| [seek_file]: sceIoPread: Seeking fd: 0x16A, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.461] |T| [seek_file]: sceIoPread: Seeking fd: 0x16A, offset: 0x20B953, whence: SCE_SEEK_SET
[08:41:35.462] |T| [read_file]: sceIoPread: Reading 214701 bytes of fd 0x16A
[08:41:35.462] |T| [seek_file]: sceIoPread: Seeking fd: 0x16A, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.463] |T| [seek_file]: sceIoPread: Seeking fd: 0x16A, offset: 0x20B8B0, whence: SCE_SEEK_SET
[08:41:35.465] |T| [read_file]: sceIoPread: Reading 214864 bytes of fd 0x16A
[08:41:35.465] |T| [seek_file]: sceIoPread: Seeking fd: 0x16A, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.466] |T| [seek_file]: sceIoPread: Seeking fd: 0x16A, offset: 0x20B86D, whence: SCE_SEEK_SET
[08:41:35.466] |T| [read_file]: sceIoPread: Reading 214931 bytes of fd 0x16A
[08:41:35.466] |T| [seek_file]: sceIoPread: Seeking fd: 0x16A, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.467] |T| [seek_file]: sceIoPread: Seeking fd: 0x16A, offset: 0x20B842, whence: SCE_SEEK_SET
[08:41:35.467] |T| [read_file]: sceIoPread: Reading 214974 bytes of fd 0x16A
[08:41:35.467] |T| [seek_file]: sceIoPread: Seeking fd: 0x16A, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.467] |T| [seek_file]: sceIoPread: Seeking fd: 0x16A, offset: 0x20B817, whence: SCE_SEEK_SET
[08:41:35.467] |T| [read_file]: sceIoPread: Reading 215017 bytes of fd 0x16A
[08:41:35.468] |T| [seek_file]: sceIoPread: Seeking fd: 0x16A, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.468] |T| [seek_file]: sceIoPread: Seeking fd: 0x16A, offset: 0x20B7EC, whence: SCE_SEEK_SET
[08:41:35.468] |T| [read_file]: sceIoPread: Reading 215060 bytes of fd 0x16A
[08:41:35.468] |T| [seek_file]: sceIoPread: Seeking fd: 0x16A, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.469] |T| [close_file]: sceIoClose: Closing file fd: 0x16A
[08:41:35.469] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG01029/GG2Game/CookedNGP/Textures.tfc)
[08:41:35.470] |E| [init_texture_base]: Initialized texture with unsupported texture format: 0x81000000
[08:41:35.470] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[08:41:35.470] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG01029/GG2Game/CookedNGP/Textures.tfc), fd: 0x16B
[08:41:35.471] |T| [seek_file]: sceIoPread: Seeking fd: 0x16B, offset: 0x20B731, whence: SCE_SEEK_SET
[08:41:35.471] |T| [read_file]: sceIoPread: Reading 215247 bytes of fd 0x16B
[08:41:35.471] |T| [seek_file]: sceIoPread: Seeking fd: 0x16B, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.472] |T| [seek_file]: sceIoPread: Seeking fd: 0x16B, offset: 0x20B706, whence: SCE_SEEK_SET
[08:41:35.472] |T| [read_file]: sceIoPread: Reading 215290 bytes of fd 0x16B
[08:41:35.472] |T| [seek_file]: sceIoPread: Seeking fd: 0x16B, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.473] |T| [seek_file]: sceIoPread: Seeking fd: 0x16B, offset: 0x20B6DB, whence: SCE_SEEK_SET
[08:41:35.473] |T| [read_file]: sceIoPread: Reading 215333 bytes of fd 0x16B
[08:41:35.473] |T| [seek_file]: sceIoPread: Seeking fd: 0x16B, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.473] |T| [seek_file]: sceIoPread: Seeking fd: 0x16B, offset: 0x20B6B0, whence: SCE_SEEK_SET
[08:41:35.474] |T| [read_file]: sceIoPread: Reading 215376 bytes of fd 0x16B
[08:41:35.474] |T| [seek_file]: sceIoPread: Seeking fd: 0x16B, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.474] |T| [close_file]: sceIoClose: Closing file fd: 0x16B
[08:41:35.475] |E| [init_texture_base]: Initialized texture with unsupported texture format: 0x81000000
[08:41:35.475] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG01029/GG2Game/CookedNGP/Textures.tfc)
[08:41:35.475] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[08:41:35.476] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG01029/GG2Game/CookedNGP/Textures.tfc), fd: 0x16C
[08:41:35.476] |T| [seek_file]: sceIoPread: Seeking fd: 0x16C, offset: 0x40A4, whence: SCE_SEEK_SET
[08:41:35.476] |T| [read_file]: sceIoPread: Reading 245596 bytes of fd 0x16C
[08:41:35.476] |T| [seek_file]: sceIoPread: Seeking fd: 0x16C, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.478] |T| [seek_file]: sceIoPread: Seeking fd: 0x16C, offset: 0x3D78, whence: SCE_SEEK_SET
[08:41:35.478] |T| [read_file]: sceIoPread: Reading 246408 bytes of fd 0x16C
[08:41:35.478] |T| [seek_file]: sceIoPread: Seeking fd: 0x16C, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.480] |T| [seek_file]: sceIoPread: Seeking fd: 0x16C, offset: 0x3CA2, whence: SCE_SEEK_SET
[08:41:35.482] |T| [read_file]: sceIoPread: Reading 246622 bytes of fd 0x16C
[08:41:35.482] |T| [seek_file]: sceIoPread: Seeking fd: 0x16C, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.483] |T| [seek_file]: sceIoPread: Seeking fd: 0x16C, offset: 0x3C52, whence: SCE_SEEK_SET
[08:41:35.483] |T| [read_file]: sceIoPread: Reading 246702 bytes of fd 0x16C
[08:41:35.483] |T| [seek_file]: sceIoPread: Seeking fd: 0x16C, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.484] |T| [seek_file]: sceIoPread: Seeking fd: 0x16C, offset: 0x3C22, whence: SCE_SEEK_SET
[08:41:35.484] |T| [read_file]: sceIoPread: Reading 246750 bytes of fd 0x16C
[08:41:35.484] |T| [seek_file]: sceIoPread: Seeking fd: 0x16C, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.484] |T| [seek_file]: sceIoPread: Seeking fd: 0x16C, offset: 0x3BFE, whence: SCE_SEEK_SET
[08:41:35.485] |T| [read_file]: sceIoPread: Reading 246786 bytes of fd 0x16C
[08:41:35.485] |T| [seek_file]: sceIoPread: Seeking fd: 0x16C, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.485] |T| [close_file]: sceIoClose: Closing file fd: 0x16C
[08:41:35.486] |T| [stat_file]: sceIoGetstat: Statting file: app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG01029/GG2Game/CookedNGP/Textures.tfc)
[08:41:35.486] |I| [export_sceIoOpen]: Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[08:41:35.487] |T| [open_file]: sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG01029/GG2Game/CookedNGP/Textures.tfc), fd: 0x16D
[08:41:35.487] |T| [seek_file]: sceIoPread: Seeking fd: 0x16D, offset: 0x740B, whence: SCE_SEEK_SET
[08:41:35.487] |T| [read_file]: sceIoPread: Reading 232437 bytes of fd 0x16D
[08:41:35.488] |T| [seek_file]: sceIoPread: Seeking fd: 0x16D, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.488] |T| [seek_file]: sceIoPread: Seeking fd: 0x16D, offset: 0x73CB, whence: SCE_SEEK_SET
[08:41:35.489] |T| [read_file]: sceIoPread: Reading 232501 bytes of fd 0x16D
[08:41:35.489] |T| [seek_file]: sceIoPread: Seeking fd: 0x16D, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.489] |T| [seek_file]: sceIoPread: Seeking fd: 0x16D, offset: 0x73A4, whence: SCE_SEEK_SET
[08:41:35.489] |T| [read_file]: sceIoPread: Reading 232540 bytes of fd 0x16D
[08:41:35.489] |T| [seek_file]: sceIoPread: Seeking fd: 0x16D, offset: 0x0, whence: SCE_SEEK_SET
[08:41:35.490] |T| [seek_file]: sceIoPread: Seeking fd: 0x16D, offset: 0x737D, whence: SCE_SEEK_SET
[08:41:35.490] |T| [read_file]: sceIoPread: Reading 232579 bytes of fd 0x16D
