[19:14:13.508] |I| [config::init]:  log-level: 0
                              Name 11  "out_Color1"
                              Name 14  "out_TexCoord0"
                              Name 17  "main_vs"
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypePointer Input 2(fvec4)
    4(aTexCoord):      3(ptr) Variable Input
      5(aColor1):      3(ptr) Variable Input
      6(aColor2):      3(ptr) Variable Input
    7(aPosition):      3(ptr) Variable Input
               8:             TypePointer Output 2(fvec4)
 9(out_Position):      8(ptr) Variable Output
  10(out_Color0):      8(ptr) Variable Output
  11(out_Color1):      8(ptr) Variable Output
              12:             TypeVector 1(float) 2
              13:             TypePointer Output 12(fvec2)
14(out_TexCoord0):     13(ptr) Variable Output
              15:             TypeVoid
              16:             TypeFunction 15
     17(main_vs):          15 Function None 16
              18:             Label
                              Return
                              FunctionEnd

[19:14:15.955] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

in vec4 aTexCoord;
in vec4 aColor1;
in vec4 aColor2;
in vec4 aPosition;
out vec4 out_Position;
out vec4 out_Color0;
out vec4 out_Color1;
out vec2 out_TexCoord0;

void main()
{
}


[19:14:15.959] |E| [renderer::load_fragment_shader]:  Missing fragment shader 3051e09a2068cd9937f1386dee5aa280b9ffb171338b71637158476ae94ce5a9
[19:14:15.960] |D| [gxp::log_parameter]:  Sampler: name:tex semantic:BCOL type:0 component_count:4 container_index:0x0
[19:14:15.960] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 19

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Fragment 14  "main_fs" 8 11
                              ExecutionMode 14 OriginLowerLeft
                              SourceExtension  "gxp"
                              Name 5  "tex"
                              Name 8  "in_TexCoord0"
                              Name 11  "out_color"
                              Name 14  "main_fs"
                              Decorate 11(out_color) Location 0
               1:             TypeFloat 32
               2:             TypeImage 1(float) 2D sampled format:Unknown
               3:             TypeSampledImage 2
               4:             TypePointer UniformConstant 3
          5(tex):      4(ptr) Variable UniformConstant
               6:             TypeVector 1(float) 2
               7:             TypePointer Input 6(fvec2)
 8(in_TexCoord0):      7(ptr) Variable Input
               9:             TypeVector 1(float) 4
              10:             TypePointer Output 9(fvec4)
   11(out_color):     10(ptr) Variable Output
              12:             TypeVoid
              13:             TypeFunction 12
              16:    1(float) Constant 0
              17:    1(float) Constant 1065353216
              18:    9(fvec4) ConstantComposite 16 16 17 17
     14(main_fs):          12 Function None 13
              15:             Label
                              Store 11(out_color) 18
                              Return
                              FunctionEnd

[19:14:15.965] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

uniform sampler2D tex;

in vec2 in_TexCoord0;
layout(location = 0) out vec4 out_color;

void main()
{
    out_color = vec4(0.0, 0.0, 1.0, 1.0);
}


[19:14:15.969] |E| [renderer::load_fragment_shader]:  Missing fragment shader 91dc9cddf6174acb73042b76f84b2762739c7649b22c9c18dde316448c87b5a0
[19:14:15.969] |D| [gxp::log_parameter]:  Uniform: name:colorTransform semantic:NONE type:1 component_count:4 container_index:0xE
[19:14:15.970] |D| [gxp::log_parameter]:  Sampler: name:tex semantic:BCOL type:0 component_count:4 container_index:0x0
[19:14:15.971] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 22

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Fragment 17  "main_fs" 12 14
                              ExecutionMode 17 OriginLowerLeft
                              SourceExtension  "gxp"
                              Name 5  "colorTransform"
                              Name 9  "tex"
                              Name 12  "in_TexCoord0"
                              Name 14  "out_color"
                              Name 17  "main_fs"
                              Decorate 14(out_color) Location 0
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypeMatrix 2(fvec4) 4
               4:             TypePointer UniformConstant 3
5(colorTransform):      4(ptr) Variable UniformConstant
               6:             TypeImage 1(float) 2D sampled format:Unknown
               7:             TypeSampledImage 6
               8:             TypePointer UniformConstant 7
          9(tex):      8(ptr) Variable UniformConstant
              10:             TypeVector 1(float) 2
              11:             TypePointer Input 10(fvec2)
12(in_TexCoord0):     11(ptr) Variable Input
              13:             TypePointer Output 2(fvec4)
   14(out_color):     13(ptr) Variable Output
              15:             TypeVoid
              16:             TypeFunction 15
              19:    1(float) Constant 0
              20:    1(float) Constant 1065353216
              21:    2(fvec4) ConstantComposite 19 19 20 20
     17(main_fs):          15 Function None 16
              18:             Label
                              Store 14(out_color) 21
                              Return
                              FunctionEnd

[19:14:15.972] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

uniform mat4 colorTransform;
uniform sampler2D tex;

in vec2 in_TexCoord0;
layout(location = 0) out vec4 out_color;

void main()
{
    out_color = vec4(0.0, 0.0, 1.0, 1.0);
}


[19:14:15.976] |E| [renderer::load_vertex_shader]:  Missing vertex shader 1e82d89ce8d067ff87760a31b8444ac23565b9fd1499b5731fb0b4906f71184e
[19:14:15.979] |D| [gxp::log_parameter]:  Vertex attribute: name:aTexCoord semantic:TEXCOORD type:0 component_count:4 container_index:0x0
[19:14:15.979] |D| [gxp::log_parameter]:  Vertex attribute: name:aColor semantic:COLOR type:0 component_count:4 container_index:0x0
[19:14:15.980] |D| [gxp::log_parameter]:  Vertex attribute: name:aPosition semantic:POSITION type:0 component_count:4 container_index:0x0
[19:14:15.981] |D| [gxp::log_parameter]:  Uniform: name:wvp semantic:NONE type:0 component_count:4 container_index:0xE
[19:14:15.982] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 20

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Vertex 18  "main_vs" 4 5 6 11 12 15
                              SourceExtension  "gxp"
                              Name 4  "aTexCoord"
                              Name 5  "aColor"
                              Name 6  "aPosition"
                              Name 9  "wvp"
                              Name 11  "out_Position"
                              Name 12  "out_Color0"
                              Name 15  "out_TexCoord0"
                              Name 18  "main_vs"
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypePointer Input 2(fvec4)
    4(aTexCoord):      3(ptr) Variable Input
       5(aColor):      3(ptr) Variable Input
    6(aPosition):      3(ptr) Variable Input
               7:             TypeMatrix 2(fvec4) 4
               8:             TypePointer UniformConstant 7
          9(wvp):      8(ptr) Variable UniformConstant
              10:             TypePointer Output 2(fvec4)
11(out_Position):     10(ptr) Variable Output
  12(out_Color0):     10(ptr) Variable Output
              13:             TypeVector 1(float) 2
              14:             TypePointer Output 13(fvec2)
15(out_TexCoord0):     14(ptr) Variable Output
              16:             TypeVoid
              17:             TypeFunction 16
     18(main_vs):          16 Function None 17
              19:             Label
                              Return
                              FunctionEnd

[19:14:15.983] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

uniform mat4 wvp;

in vec4 aTexCoord;
in vec4 aColor;
in vec4 aPosition;
out vec4 out_Position;
out vec4 out_Color0;
out vec2 out_TexCoord0;

void main()
{
}


[19:14:15.987] |E| [renderer::load_fragment_shader]:  Missing fragment shader 5835e46f4711c3dbde5c9c20c1e281a09f02379cacff665c70a950332efe91d0
[19:14:15.990] |D| [gxp::log_parameter]:  Sampler: name:tex semantic:BCOL type:0 component_count:4 container_index:0x0
[19:14:15.990] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 19

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Fragment 14  "main_fs" 8 11
                              ExecutionMode 14 OriginLowerLeft
                              SourceExtension  "gxp"
                              Name 5  "tex"
                              Name 8  "in_TexCoord0"
                              Name 11  "out_color"
                              Name 14  "main_fs"
                              Decorate 11(out_color) Location 0
               1:             TypeFloat 32
               2:             TypeImage 1(float) 2D sampled format:Unknown
               3:             TypeSampledImage 2
               4:             TypePointer UniformConstant 3
          5(tex):      4(ptr) Variable UniformConstant
               6:             TypeVector 1(float) 2
               7:             TypePointer Input 6(fvec2)
 8(in_TexCoord0):      7(ptr) Variable Input
               9:             TypeVector 1(float) 4
              10:             TypePointer Output 9(fvec4)
   11(out_color):     10(ptr) Variable Output
              12:             TypeVoid
              13:             TypeFunction 12
              16:    1(float) Constant 0
              17:    1(float) Constant 1065353216
              18:    9(fvec4) ConstantComposite 16 16 17 17
     14(main_fs):          12 Function None 13
              15:             Label
                              Store 11(out_color) 18
                              Return
                              FunctionEnd

[19:14:15.991] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

uniform sampler2D tex;

in vec2 in_TexCoord0;
layout(location = 0) out vec4 out_color;

void main()
{
    out_color = vec4(0.0, 0.0, 1.0, 1.0);
}


[19:14:15.996] |E| [renderer::load_fragment_shader]:  Missing fragment shader ef2220c238ad2d4224c065ee39a2b6b5a431df93509da85f33ab6532b284b1ed
[19:14:15.997] |D| [gxp::log_parameter]:  Uniform: name:colorTransform semantic:NONE type:1 component_count:4 container_index:0xE
[19:14:16.001] |D| [gxp::log_parameter]:  Sampler: name:tex semantic:BCOL type:0 component_count:4 container_index:0x0
[19:14:16.002] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 22

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Fragment 17  "main_fs" 12 14
                              ExecutionMode 17 OriginLowerLeft
                              SourceExtension  "gxp"
                              Name 5  "colorTransform"
                              Name 9  "tex"
                              Name 12  "in_TexCoord0"
                              Name 14  "out_color"
                              Name 17  "main_fs"
                              Decorate 14(out_color) Location 0
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypeMatrix 2(fvec4) 4
               4:             TypePointer UniformConstant 3
5(colorTransform):      4(ptr) Variable UniformConstant
               6:             TypeImage 1(float) 2D sampled format:Unknown
               7:             TypeSampledImage 6
               8:             TypePointer UniformConstant 7
          9(tex):      8(ptr) Variable UniformConstant
              10:             TypeVector 1(float) 2
              11:             TypePointer Input 10(fvec2)
12(in_TexCoord0):     11(ptr) Variable Input
              13:             TypePointer Output 2(fvec4)
   14(out_color):     13(ptr) Variable Output
              15:             TypeVoid
              16:             TypeFunction 15
              19:    1(float) Constant 0
              20:    1(float) Constant 1065353216
              21:    2(fvec4) ConstantComposite 19 19 20 20
     17(main_fs):          15 Function None 16
              18:             Label
                              Store 14(out_color) 21
                              Return
                              FunctionEnd

[19:14:16.003] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

uniform mat4 colorTransform;
uniform sampler2D tex;

in vec2 in_TexCoord0;
layout(location = 0) out vec4 out_color;

void main()
{
    out_color = vec4(0.0, 0.0, 1.0, 1.0);
}


[19:14:16.007] |E| [renderer::load_vertex_shader]:  Missing vertex shader bf84e96f1170472fe5fc97d5a963d3449d4a2c5010612f7909706c8eac26b3f5
[19:14:16.008] |D| [gxp::log_parameter]:  Vertex attribute: name:aTexCoord semantic:TEXCOORD type:0 component_count:4 container_index:0x0
[19:14:16.008] |D| [gxp::log_parameter]:  Vertex attribute: name:aColor semantic:COLOR type:0 component_count:4 container_index:0x0
[19:14:16.009] |D| [gxp::log_parameter]:  Vertex attribute: name:aPosition semantic:POSITION type:0 component_count:4 container_index:0x0
[19:14:16.014] |D| [gxp::log_parameter]:  Uniform: name:wvp semantic:NONE type:0 component_count:4 container_index:0xE
[19:14:16.015] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 20

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Vertex 18  "main_vs" 4 5 6 11 12 15
                              SourceExtension  "gxp"
                              Name 4  "aTexCoord"
                              Name 5  "aColor"
                              Name 6  "aPosition"
                              Name 9  "wvp"
                              Name 11  "out_Position"
                              Name 12  "out_Color0"
                              Name 15  "out_TexCoord0"
                              Name 18  "main_vs"
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypePointer Input 2(fvec4)
    4(aTexCoord):      3(ptr) Variable Input
       5(aColor):      3(ptr) Variable Input
    6(aPosition):      3(ptr) Variable Input
               7:             TypeMatrix 2(fvec4) 4
               8:             TypePointer UniformConstant 7
          9(wvp):      8(ptr) Variable UniformConstant
              10:             TypePointer Output 2(fvec4)
11(out_Position):     10(ptr) Variable Output
  12(out_Color0):     10(ptr) Variable Output
              13:             TypeVector 1(float) 2
              14:             TypePointer Output 13(fvec2)
15(out_TexCoord0):     14(ptr) Variable Output
              16:             TypeVoid
              17:             TypeFunction 16
     18(main_vs):          16 Function None 17
              19:             Label
                              Return
                              FunctionEnd

[19:14:16.017] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

uniform mat4 wvp;

in vec4 aTexCoord;
in vec4 aColor;
in vec4 aPosition;
out vec4 out_Position;
out vec4 out_Color0;
out vec2 out_TexCoord0;

void main()
{
}


[19:14:16.021] |E| [renderer::load_fragment_shader]:  Missing fragment shader f42d3befb7dddbf4e9e82d05fc4944205743f94b83f8c56602ddeccd08b4f7fa
[19:14:16.022] |D| [gxp::log_parameter]:  Sampler: name:tex semantic:BCOL type:0 component_count:4 container_index:0x0
[19:14:16.022] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 19

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Fragment 14  "main_fs" 8 11
                              ExecutionMode 14 OriginLowerLeft
                              SourceExtension  "gxp"
                              Name 5  "tex"
                              Name 8  "in_TexCoord0"
                              Name 11  "out_color"
                              Name 14  "main_fs"
                              Decorate 11(out_color) Location 0
               1:             TypeFloat 32
               2:             TypeImage 1(float) 2D sampled format:Unknown
               3:             TypeSampledImage 2
               4:             TypePointer UniformConstant 3
          5(tex):      4(ptr) Variable UniformConstant
               6:             TypeVector 1(float) 2
               7:             TypePointer Input 6(fvec2)
 8(in_TexCoord0):      7(ptr) Variable Input
               9:             TypeVector 1(float) 4
              10:             TypePointer Output 9(fvec4)
   11(out_color):     10(ptr) Variable Output
              12:             TypeVoid
              13:             TypeFunction 12
              16:    1(float) Constant 0
              17:    1(float) Constant 1065353216
              18:    9(fvec4) ConstantComposite 16 16 17 17
     14(main_fs):          12 Function None 13
              15:             Label
                              Store 11(out_color) 18
                              Return
                              FunctionEnd

[19:14:16.027] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

uniform sampler2D tex;

in vec2 in_TexCoord0;
layout(location = 0) out vec4 out_color;

void main()
{
    out_color = vec4(0.0, 0.0, 1.0, 1.0);
}


[19:14:16.036] |E| [renderer::load_fragment_shader]:  Missing fragment shader a9815705ba4f776b97f83d79916e3b147701429f29bec9f99d4199b622ad14ce
[19:14:16.039] |D| [gxp::log_parameter]:  Uniform: name:colorTransform semantic:NONE type:1 component_count:4 container_index:0xE
[19:14:16.039] |D| [gxp::log_parameter]:  Sampler: name:tex semantic:BCOL type:0 component_count:4 container_index:0x0
[19:14:16.040] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 22

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Fragment 17  "main_fs" 12 14
                              ExecutionMode 17 OriginLowerLeft
                              SourceExtension  "gxp"
                              Name 5  "colorTransform"
                              Name 9  "tex"
                              Name 12  "in_TexCoord0"
                              Name 14  "out_color"
                              Name 17  "main_fs"
                              Decorate 14(out_color) Location 0
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypeMatrix 2(fvec4) 4
               4:             TypePointer UniformConstant 3
5(colorTransform):      4(ptr) Variable UniformConstant
               6:             TypeImage 1(float) 2D sampled format:Unknown
               7:             TypeSampledImage 6
               8:             TypePointer UniformConstant 7
          9(tex):      8(ptr) Variable UniformConstant
              10:             TypeVector 1(float) 2
              11:             TypePointer Input 10(fvec2)
12(in_TexCoord0):     11(ptr) Variable Input
              13:             TypePointer Output 2(fvec4)
   14(out_color):     13(ptr) Variable Output
              15:             TypeVoid
              16:             TypeFunction 15
              19:    1(float) Constant 0
              20:    1(float) Constant 1065353216
              21:    2(fvec4) ConstantComposite 19 19 20 20
     17(main_fs):          15 Function None 16
              18:             Label
                              Store 14(out_color) 21
                              Return
                              FunctionEnd

[19:14:16.041] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

uniform mat4 colorTransform;
uniform sampler2D tex;

in vec2 in_TexCoord0;
layout(location = 0) out vec4 out_color;

void main()
{
    out_color = vec4(0.0, 0.0, 1.0, 1.0);
}


[19:14:16.046] |E| [renderer::load_vertex_shader]:  Missing vertex shader e619e7c232636f7e56bc5b706551f15bffce5bf8bf1b62ab66acad6975d232c6
[19:14:16.050] |D| [gxp::log_parameter]:  Vertex attribute: name:aTexCoord semantic:TEXCOORD type:0 component_count:4 container_index:0x0
[19:14:16.050] |D| [gxp::log_parameter]:  Vertex attribute: name:aColor1 semantic:COLOR type:0 component_count:4 container_index:0x0
[19:14:16.051] |D| [gxp::log_parameter]:  Vertex attribute: name:aColor2 semantic:UNKNOWN type:0 component_count:4 container_index:0x0
[19:14:16.052] |D| [gxp::log_parameter]:  Vertex attribute: name:aPosition semantic:POSITION type:0 component_count:4 container_index:0x0
[19:14:16.053] |D| [gxp::log_parameter]:  Uniform: name:wvp semantic:NONE type:0 component_count:4 container_index:0xE
[19:14:16.054] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 22

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Vertex 20  "main_vs" 4 5 6 7 12 13 14 17
                              SourceExtension  "gxp"
                              Name 4  "aTexCoord"
                              Name 5  "aColor1"
                              Name 6  "aColor2"
                              Name 7  "aPosition"
                              Name 10  "wvp"
                              Name 12  "out_Position"
                              Name 13  "out_Color0"
                              Name 14  "out_Color1"
                              Name 17  "out_TexCoord0"
                              Name 20  "main_vs"
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypePointer Input 2(fvec4)
    4(aTexCoord):      3(ptr) Variable Input
      5(aColor1):      3(ptr) Variable Input
      6(aColor2):      3(ptr) Variable Input
    7(aPosition):      3(ptr) Variable Input
               8:             TypeMatrix 2(fvec4) 4
               9:             TypePointer UniformConstant 8
         10(wvp):      9(ptr) Variable UniformConstant
              11:             TypePointer Output 2(fvec4)
12(out_Position):     11(ptr) Variable Output
  13(out_Color0):     11(ptr) Variable Output
  14(out_Color1):     11(ptr) Variable Output
              15:             TypeVector 1(float) 2
              16:             TypePointer Output 15(fvec2)
17(out_TexCoord0):     16(ptr) Variable Output
              18:             TypeVoid
              19:             TypeFunction 18
     20(main_vs):          18 Function None 19
              21:             Label
                              Return
                              FunctionEnd

[19:14:16.055] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

uniform mat4 wvp;

in vec4 aTexCoord;
in vec4 aColor1;
in vec4 aColor2;
in vec4 aPosition;
out vec4 out_Position;
out vec4 out_Color0;
out vec4 out_Color1;
out vec2 out_TexCoord0;

void main()
{
}


[19:14:16.059] |E| [renderer::load_fragment_shader]:  Missing fragment shader 1aeba0295200b977dd9930b67c7ab88afaafa725dc9785c3a622074519ff16b1
[19:14:16.061] |D| [gxp::log_parameter]:  Sampler: name:tex semantic:BCOL type:0 component_count:4 container_index:0x0
[19:14:16.062] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 19

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Fragment 14  "main_fs" 8 11
                              ExecutionMode 14 OriginLowerLeft
                              SourceExtension  "gxp"
                              Name 5  "tex"
                              Name 8  "in_TexCoord0"
                              Name 11  "out_color"
                              Name 14  "main_fs"
                              Decorate 11(out_color) Location 0
               1:             TypeFloat 32
               2:             TypeImage 1(float) 2D sampled format:Unknown
               3:             TypeSampledImage 2
               4:             TypePointer UniformConstant 3
          5(tex):      4(ptr) Variable UniformConstant
               6:             TypeVector 1(float) 2
               7:             TypePointer Input 6(fvec2)
 8(in_TexCoord0):      7(ptr) Variable Input
               9:             TypeVector 1(float) 4
              10:             TypePointer Output 9(fvec4)
   11(out_color):     10(ptr) Variable Output
              12:             TypeVoid
              13:             TypeFunction 12
              16:    1(float) Constant 0
              17:    1(float) Constant 1065353216
              18:    9(fvec4) ConstantComposite 16 16 17 17
     14(main_fs):          12 Function None 13
              15:             Label
                              Store 11(out_color) 18
                              Return
                              FunctionEnd

[19:14:16.063] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

uniform sampler2D tex;

in vec2 in_TexCoord0;
layout(location = 0) out vec4 out_color;

void main()
{
    out_color = vec4(0.0, 0.0, 1.0, 1.0);
}


[19:14:16.067] |E| [renderer::load_fragment_shader]:  Missing fragment shader 442d8e10f8d36d227257127804e03ef2d164eeadd221d37b369723ff7ab2ac25
[19:14:16.068] |D| [gxp::log_parameter]:  Uniform: name:colorTransform semantic:NONE type:1 component_count:4 container_index:0xE
[19:14:16.069] |D| [gxp::log_parameter]:  Sampler: name:tex semantic:BCOL type:0 component_count:4 container_index:0x0
[19:14:16.070] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 22

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Fragment 17  "main_fs" 12 14
                              ExecutionMode 17 OriginLowerLeft
                              SourceExtension  "gxp"
                              Name 5  "colorTransform"
                              Name 9  "tex"
                              Name 12  "in_TexCoord0"
                              Name 14  "out_color"
                              Name 17  "main_fs"
                              Decorate 14(out_color) Location 0
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypeMatrix 2(fvec4) 4
               4:             TypePointer UniformConstant 3
5(colorTransform):      4(ptr) Variable UniformConstant
               6:             TypeImage 1(float) 2D sampled format:Unknown
               7:             TypeSampledImage 6
               8:             TypePointer UniformConstant 7
          9(tex):      8(ptr) Variable UniformConstant
              10:             TypeVector 1(float) 2
              11:             TypePointer Input 10(fvec2)
12(in_TexCoord0):     11(ptr) Variable Input
              13:             TypePointer Output 2(fvec4)
   14(out_color):     13(ptr) Variable Output
              15:             TypeVoid
              16:             TypeFunction 15
              19:    1(float) Constant 0
              20:    1(float) Constant 1065353216
              21:    2(fvec4) ConstantComposite 19 19 20 20
     17(main_fs):          15 Function None 16
              18:             Label
                              Store 14(out_color) 21
                              Return
                              FunctionEnd

[19:14:16.073] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

uniform mat4 colorTransform;
uniform sampler2D tex;

in vec2 in_TexCoord0;
layout(location = 0) out vec4 out_color;

void main()
{
    out_color = vec4(0.0, 0.0, 1.0, 1.0);
}


[19:14:16.078] |E| [renderer::load_vertex_shader]:  Missing vertex shader aa505025c6b98aaa845be46c5a115392c74b8fbc90421aa268fecbd7a777c05f
[19:14:16.079] |D| [gxp::log_parameter]:  Vertex attribute: name:aPosition semantic:POSITION type:0 component_count:4 container_index:0x0
[19:14:16.079] |D| [gxp::log_parameter]:  Vertex attribute: name:aTexCoord0 semantic:TEXCOORD type:0 component_count:4 container_index:0x0
[19:14:16.080] |D| [gxp::log_parameter]:  Vertex attribute: name:aTexCoord1 semantic:UNKNOWN type:0 component_count:4 container_index:0x0
[19:14:16.081] |D| [gxp::log_parameter]:  Vertex attribute: name:aColor semantic:COLOR type:0 component_count:4 container_index:0x0
[19:14:16.085] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 19

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Vertex 17  "main_vs" 4 5 6 7 9 10 13 14
                              SourceExtension  "gxp"
                              Name 4  "aPosition"
                              Name 5  "aTexCoord0"
                              Name 6  "aTexCoord1"
                              Name 7  "aColor"
                              Name 9  "out_Position"
                              Name 10  "out_Color0"
                              Name 13  "out_TexCoord0"
                              Name 14  "out_TexCoord1"
                              Name 17  "main_vs"
               1:             TypeFloat 32
               2:             TypeVector 1(float) 4
               3:             TypePointer Input 2(fvec4)
    4(aPosition):      3(ptr) Variable Input
   5(aTexCoord0):      3(ptr) Variable Input
   6(aTexCoord1):      3(ptr) Variable Input
       7(aColor):      3(ptr) Variable Input
               8:             TypePointer Output 2(fvec4)
 9(out_Position):      8(ptr) Variable Output
  10(out_Color0):      8(ptr) Variable Output
              11:             TypeVector 1(float) 2
              12:             TypePointer Output 11(fvec2)
13(out_TexCoord0):     12(ptr) Variable Output
14(out_TexCoord1):     12(ptr) Variable Output
              15:             TypeVoid
              16:             TypeFunction 15
     17(main_vs):          15 Function None 16
              18:             Label
                              Return
                              FunctionEnd

[19:14:16.086] |D| [shadergen::spirv::generate_glsl]:  Generated GLSL:
#version 410
#ifdef GL_ARB_shading_language_420pack
#extension GL_ARB_shading_language_420pack : require
#endif

in vec4 aPosition;
in vec4 aTexCoord0;
in vec4 aTexCoord1;
in vec4 aColor;
out vec4 out_Position;
out vec4 out_Color0;
out vec2 out_TexCoord0;
out vec2 out_TexCoord1;

void main()
{
}


[19:14:16.090] |E| [renderer::load_fragment_shader]:  Missing fragment shader aa26088b97947e4ce60d713afaf53d10a87250e80874336340c52eb01a22f49d
[19:14:16.091] |D| [gxp::log_parameter]:  Sampler: name:texture0 semantic:BCOL type:0 component_count:4 container_index:0x0
[19:14:16.092] |D| [gxp::log_parameter]:  Sampler: name:texture1 semantic:BCOL type:0 component_count:4 container_index:0x0
[19:14:16.096] |D| [shadergen::spirv::generate_shader]:  SPIR-V Disassembly:
// Module Version 10300
// Generated by (magic number): 1337000
// Id's are bound by 21

                              Capability Shader
                              MemoryModel Logical Simple
                              EntryPoint Fragment 16  "main_fs" 9 10 13
                              ExecutionMode 16 OriginLowerLeft
                              SourceExtension  "gxp"
                              Name 5  "texture0"
                              Name 6  "texture1"
                              Name 9  "in_TexCoord0"
                              Name 10  "in_TexCoord1"
                              Name 13  "out_color"
                              Name 16  "main_fs"
                              Decorate 13(out_color) Location 0
               1:             TypeFloat 32
               2:             TypeImage 1(float) 2D sampled format:Unknown
               3:             TypeSampledImage 2
               4:             TypePointer UniformConstant 3
     5(texture0):      4(ptr) Variable UniformConstant
     6(texture1):      4(ptr) Variable UniformConstant
               7:             TypeVector 1(float) 2
               8:             TypePointer Input 7(fvec2)
