[21:54:10.698] |I| [config::init]:  input-vpk-path: games\PCSG00699_GalGunDoublePeace_JP.zip
[21:55:02.886] |T| [read_file]:  sceIoPread: Reading file: fd: 0x27, size: 104190
[21:55:02.887] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x27 at offset: 0x1A68C5, whence: SCE_SEEK_SET
[21:55:02.887] |T| [read_file]:  sceIoPread: Reading file: fd: 0x27, size: 104251
[21:55:02.887] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x27 at offset: 0x1A689A, whence: SCE_SEEK_SET
[21:55:02.888] |T| [read_file]:  sceIoPread: Reading file: fd: 0x27, size: 104294
[21:55:02.888] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x27 at offset: 0x1A6862, whence: SCE_SEEK_SET
[21:55:02.888] |T| [read_file]:  sceIoPread: Reading file: fd: 0x27, size: 104350
[21:55:02.888] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x27 at offset: 0x1A6837, whence: SCE_SEEK_SET
[21:55:02.889] |T| [read_file]:  sceIoPread: Reading file: fd: 0x27, size: 104393
[21:55:02.889] |T| [close_file]:  sceIoClose: Closing file: fd: 0x27
[21:55:02.918] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[21:55:02.920] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[21:55:02.920] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[21:55:02.924] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x28 at offset: 0x1AB26B, whence: SCE_SEEK_SET
[21:55:02.924] |T| [read_file]:  sceIoPread: Reading file: fd: 0x28, size: 85397
[21:55:02.935] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x28 at offset: 0x1AAC6A, whence: SCE_SEEK_SET
[21:55:02.935] |T| [read_file]:  sceIoPread: Reading file: fd: 0x28, size: 86934
[21:55:02.936] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x28 at offset: 0x1AAA8B, whence: SCE_SEEK_SET
[21:55:02.937] |T| [read_file]:  sceIoPread: Reading file: fd: 0x28, size: 87413
[21:55:02.937] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x28 at offset: 0x1AA9F3, whence: SCE_SEEK_SET
[21:55:02.938] |T| [read_file]:  sceIoPread: Reading file: fd: 0x28, size: 87565
[21:55:02.938] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x28 at offset: 0x1AA9B7, whence: SCE_SEEK_SET
[21:55:02.938] |T| [read_file]:  sceIoPread: Reading file: fd: 0x28, size: 87625
[21:55:02.939] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x28 at offset: 0x1AA984, whence: SCE_SEEK_SET
[21:55:02.939] |T| [read_file]:  sceIoPread: Reading file: fd: 0x28, size: 87676
[21:55:02.939] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x28 at offset: 0x1AA94E, whence: SCE_SEEK_SET
[21:55:02.940] |T| [read_file]:  sceIoPread: Reading file: fd: 0x28, size: 87730
[21:55:02.940] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x28 at offset: 0x1AA923, whence: SCE_SEEK_SET
[21:55:02.940] |T| [read_file]:  sceIoPread: Reading file: fd: 0x28, size: 87773
[21:55:02.941] |T| [close_file]:  sceIoClose: Closing file: fd: 0x28
[21:55:02.971] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[21:55:02.972] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[21:55:02.972] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[21:55:02.976] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x29 at offset: 0x1AE093, whence: SCE_SEEK_SET
[21:55:02.976] |T| [read_file]:  sceIoPread: Reading file: fd: 0x29, size: 73581
[21:55:02.988] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x29 at offset: 0x1ACE7E, whence: SCE_SEEK_SET
[21:55:02.989] |T| [read_file]:  sceIoPread: Reading file: fd: 0x29, size: 78210
[21:55:02.991] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x29 at offset: 0x1AC851, whence: SCE_SEEK_SET
[21:55:02.991] |T| [read_file]:  sceIoPread: Reading file: fd: 0x29, size: 79791
[21:55:02.992] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x29 at offset: 0x1AC6A3, whence: SCE_SEEK_SET
[21:55:02.992] |T| [read_file]:  sceIoPread: Reading file: fd: 0x29, size: 80221
[21:55:02.993] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x29 at offset: 0x1AC613, whence: SCE_SEEK_SET
[21:55:02.993] |T| [read_file]:  sceIoPread: Reading file: fd: 0x29, size: 80365
[21:55:02.993] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x29 at offset: 0x1AC5D9, whence: SCE_SEEK_SET
[21:55:02.993] |T| [read_file]:  sceIoPread: Reading file: fd: 0x29, size: 80423
[21:55:02.994] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x29 at offset: 0x1AC5A2, whence: SCE_SEEK_SET
[21:55:02.994] |T| [read_file]:  sceIoPread: Reading file: fd: 0x29, size: 80478
[21:55:02.994] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x29 at offset: 0x1AC573, whence: SCE_SEEK_SET
[21:55:02.994] |T| [read_file]:  sceIoPread: Reading file: fd: 0x29, size: 80525
[21:55:02.995] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x29 at offset: 0x1AC548, whence: SCE_SEEK_SET
[21:55:02.995] |T| [read_file]:  sceIoPread: Reading file: fd: 0x29, size: 80568
[21:55:02.995] |T| [close_file]:  sceIoClose: Closing file: fd: 0x29
[21:55:03.027] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[21:55:03.028] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[21:55:03.029] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[21:55:03.032] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2A at offset: 0x1AA395, whence: SCE_SEEK_SET
[21:55:03.033] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2A, size: 89195
[21:55:03.039] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2A at offset: 0x1AA35F, whence: SCE_SEEK_SET
[21:55:03.039] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2A, size: 89249
[21:55:03.040] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2A at offset: 0x1AA334, whence: SCE_SEEK_SET
[21:55:03.040] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2A, size: 89292
[21:55:03.040] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2A at offset: 0x1AA303, whence: SCE_SEEK_SET
[21:55:03.041] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2A, size: 89341
[21:55:03.041] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2A at offset: 0x1AA2D7, whence: SCE_SEEK_SET
[21:55:03.041] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2A, size: 89385
[21:55:03.042] |T| [close_file]:  sceIoClose: Closing file: fd: 0x2A
[21:55:03.063] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[21:55:03.065] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[21:55:03.065] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[21:55:03.069] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2B at offset: 0x1AA5FC, whence: SCE_SEEK_SET
[21:55:03.069] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2B, size: 88580
[21:55:03.078] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2B at offset: 0x1AA505, whence: SCE_SEEK_SET
[21:55:03.079] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2B, size: 88827
[21:55:03.079] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2B at offset: 0x1AA4A5, whence: SCE_SEEK_SET
[21:55:03.080] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2B, size: 88923
[21:55:03.080] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2B at offset: 0x1AA472, whence: SCE_SEEK_SET
[21:55:03.081] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2B, size: 88974
[21:55:03.081] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2B at offset: 0x1AA447, whence: SCE_SEEK_SET
[21:55:03.081] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2B, size: 89017
[21:55:03.081] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2B at offset: 0x1AA41C, whence: SCE_SEEK_SET
[21:55:03.082] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2B, size: 89060
[21:55:03.082] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2B at offset: 0x1AA3F1, whence: SCE_SEEK_SET
[21:55:03.082] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2B, size: 89103
[21:55:03.082] |T| [close_file]:  sceIoClose: Closing file: fd: 0x2B
[21:55:03.086] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/CharTextures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/CharTextures.tfc)
[21:55:03.086] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/CharTextures.tfc
[21:55:03.086] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/CharTextures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/CharTextures.tfc)
[21:55:03.087] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2C at offset: 0x36DDC, whence: SCE_SEEK_SET
[21:55:03.087] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2C, size: 37412
[21:55:03.088] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2C at offset: 0x36DB1, whence: SCE_SEEK_SET
[21:55:03.088] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2C, size: 37455
[21:55:03.088] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2C at offset: 0x36D86, whence: SCE_SEEK_SET
[21:55:03.089] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2C, size: 37498
[21:55:03.089] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2C at offset: 0x36D5B, whence: SCE_SEEK_SET
[21:55:03.089] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2C, size: 37541
[21:55:03.090] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2C at offset: 0x36D30, whence: SCE_SEEK_SET
[21:55:03.090] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2C, size: 37584
[21:55:03.090] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2C at offset: 0x36D05, whence: SCE_SEEK_SET
[21:55:03.091] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2C, size: 37627
[21:55:03.091] |T| [close_file]:  sceIoClose: Closing file: fd: 0x2C
[21:55:03.116] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[21:55:03.117] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[21:55:03.117] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[21:55:03.121] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2D at offset: 0x1B230B, whence: SCE_SEEK_SET
[21:55:03.121] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2D, size: 56565
[21:55:03.132] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2D at offset: 0x1B21F1, whence: SCE_SEEK_SET
[21:55:03.132] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2D, size: 56847
[21:55:03.133] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2D at offset: 0x1B218E, whence: SCE_SEEK_SET
[21:55:03.133] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2D, size: 56946
[21:55:03.134] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2D at offset: 0x1B215B, whence: SCE_SEEK_SET
[21:55:03.135] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2D, size: 56997
[21:55:03.135] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2D at offset: 0x1B2130, whence: SCE_SEEK_SET
[21:55:03.135] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2D, size: 57040
[21:55:03.136] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2D at offset: 0x1B2104, whence: SCE_SEEK_SET
[21:55:03.136] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2D, size: 57084
[21:55:03.137] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2D at offset: 0x1B20C9, whence: SCE_SEEK_SET
[21:55:03.137] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2D, size: 57143
[21:55:03.137] |T| [close_file]:  sceIoClose: Closing file: fd: 0x2D
[21:55:03.172] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[21:55:03.173] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[21:55:03.174] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[21:55:03.177] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2E at offset: 0x1B2042, whence: SCE_SEEK_SET
[21:55:03.178] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2E, size: 57278
[21:55:03.184] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2E at offset: 0x1B1FF4, whence: SCE_SEEK_SET
[21:55:03.184] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2E, size: 57356
[21:55:03.185] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2E at offset: 0x1B1FBC, whence: SCE_SEEK_SET
[21:55:03.185] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2E, size: 57412
[21:55:03.185] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2E at offset: 0x1B1F91, whence: SCE_SEEK_SET
[21:55:03.186] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2E, size: 57455
[21:55:03.186] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2E at offset: 0x1B1F66, whence: SCE_SEEK_SET
[21:55:03.186] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2E, size: 57498
[21:55:03.187] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2E at offset: 0x1B1F34, whence: SCE_SEEK_SET
[21:55:03.187] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2E, size: 57548
[21:55:03.187] |T| [close_file]:  sceIoClose: Closing file: fd: 0x2E
[21:55:03.218] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[21:55:03.220] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[21:55:03.220] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[21:55:03.224] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2F at offset: 0x1B1A46, whence: SCE_SEEK_SET
[21:55:03.224] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2F, size: 58810
[21:55:03.234] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2F at offset: 0x1B18B8, whence: SCE_SEEK_SET
[21:55:03.234] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2F, size: 59208
[21:55:03.235] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2F at offset: 0x1B182A, whence: SCE_SEEK_SET
[21:55:03.235] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2F, size: 59350
[21:55:03.236] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2F at offset: 0x1B17ED, whence: SCE_SEEK_SET
[21:55:03.236] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2F, size: 59411
[21:55:03.236] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2F at offset: 0x1B17BE, whence: SCE_SEEK_SET
[21:55:03.236] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2F, size: 59458
[21:55:03.237] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2F at offset: 0x1B1793, whence: SCE_SEEK_SET
[21:55:03.237] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2F, size: 59501
[21:55:03.237] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x2F at offset: 0x1B1768, whence: SCE_SEEK_SET
[21:55:03.238] |T| [read_file]:  sceIoPread: Reading file: fd: 0x2F, size: 59544
[21:55:03.238] |T| [close_file]:  sceIoClose: Closing file: fd: 0x2F
[21:55:03.274] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[21:55:03.275] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[21:55:03.275] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[21:55:03.279] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x30 at offset: 0x8F28, whence: SCE_SEEK_SET
[21:55:03.279] |T| [read_file]:  sceIoPread: Reading file: fd: 0x30, size: 225496
[21:55:03.292] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x30 at offset: 0x8224, whence: SCE_SEEK_SET
[21:55:03.292] |T| [read_file]:  sceIoPread: Reading file: fd: 0x30, size: 228828
[21:55:03.294] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x30 at offset: 0x7DC3, whence: SCE_SEEK_SET
[21:55:03.294] |T| [read_file]:  sceIoPread: Reading file: fd: 0x30, size: 229949
[21:55:03.295] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x30 at offset: 0x7BF3, whence: SCE_SEEK_SET
[21:55:03.295] |T| [read_file]:  sceIoPread: Reading file: fd: 0x30, size: 230413
[21:55:03.296] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x30 at offset: 0x7B52, whence: SCE_SEEK_SET
[21:55:03.296] |T| [read_file]:  sceIoPread: Reading file: fd: 0x30, size: 230574
[21:55:03.296] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x30 at offset: 0x7B14, whence: SCE_SEEK_SET
[21:55:03.297] |T| [read_file]:  sceIoPread: Reading file: fd: 0x30, size: 230636
[21:55:03.297] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x30 at offset: 0x7ADA, whence: SCE_SEEK_SET
[21:55:03.297] |T| [read_file]:  sceIoPread: Reading file: fd: 0x30, size: 230694
[21:55:03.297] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x30 at offset: 0x7AAB, whence: SCE_SEEK_SET
[21:55:03.298] |T| [read_file]:  sceIoPread: Reading file: fd: 0x30, size: 230741
[21:55:03.298] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x30 at offset: 0x7A80, whence: SCE_SEEK_SET
[21:55:03.298] |T| [read_file]:  sceIoPread: Reading file: fd: 0x30, size: 230784
[21:55:03.298] |T| [close_file]:  sceIoClose: Closing file: fd: 0x30
[21:55:03.328] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[21:55:03.330] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[21:55:03.330] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[21:55:03.334] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x31 at offset: 0xEAA9, whence: SCE_SEEK_SET
[21:55:03.335] |T| [read_file]:  sceIoPread: Reading file: fd: 0x31, size: 202071
[21:55:03.348] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x31 at offset: 0xD4D0, whence: SCE_SEEK_SET
[21:55:03.348] |T| [read_file]:  sceIoPread: Reading file: fd: 0x31, size: 207664
[21:55:03.350] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x31 at offset: 0xCE31, whence: SCE_SEEK_SET
[21:55:03.350] |T| [read_file]:  sceIoPread: Reading file: fd: 0x31, size: 209359
[21:55:03.351] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x31 at offset: 0xCC50, whence: SCE_SEEK_SET
[21:55:03.351] |T| [read_file]:  sceIoPread: Reading file: fd: 0x31, size: 209840
[21:55:03.352] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x31 at offset: 0xCBAD, whence: SCE_SEEK_SET
[21:55:03.352] |T| [read_file]:  sceIoPread: Reading file: fd: 0x31, size: 210003
[21:55:03.353] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x31 at offset: 0xCB6E, whence: SCE_SEEK_SET
[21:55:03.353] |T| [read_file]:  sceIoPread: Reading file: fd: 0x31, size: 210066
[21:55:03.354] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x31 at offset: 0xCB34, whence: SCE_SEEK_SET
[21:55:03.354] |T| [read_file]:  sceIoPread: Reading file: fd: 0x31, size: 210124
[21:55:03.354] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x31 at offset: 0xCB09, whence: SCE_SEEK_SET
[21:55:03.355] |T| [read_file]:  sceIoPread: Reading file: fd: 0x31, size: 210167
[21:55:03.355] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x31 at offset: 0xCADE, whence: SCE_SEEK_SET
[21:55:03.355] |T| [read_file]:  sceIoPread: Reading file: fd: 0x31, size: 210210
[21:55:03.356] |T| [close_file]:  sceIoClose: Closing file: fd: 0x31
[21:55:03.382] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[21:55:03.383] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[21:55:03.383] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[21:55:03.387] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x32 at offset: 0x141BF, whence: SCE_SEEK_SET
[21:55:03.387] |T| [read_file]:  sceIoPread: Reading file: fd: 0x32, size: 179777
[21:55:03.397] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x32 at offset: 0x13EF7, whence: SCE_SEEK_SET
[21:55:03.398] |T| [read_file]:  sceIoPread: Reading file: fd: 0x32, size: 180489
[21:55:03.399] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x32 at offset: 0x13E04, whence: SCE_SEEK_SET
[21:55:03.399] |T| [read_file]:  sceIoPread: Reading file: fd: 0x32, size: 180732
[21:55:03.400] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x32 at offset: 0x13DA5, whence: SCE_SEEK_SET
[21:55:03.400] |T| [read_file]:  sceIoPread: Reading file: fd: 0x32, size: 180827
[21:55:03.400] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x32 at offset: 0x13D68, whence: SCE_SEEK_SET
[21:55:03.400] |T| [read_file]:  sceIoPread: Reading file: fd: 0x32, size: 180888
[21:55:03.401] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x32 at offset: 0x13D37, whence: SCE_SEEK_SET
[21:55:03.401] |T| [read_file]:  sceIoPread: Reading file: fd: 0x32, size: 180937
[21:55:03.402] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x32 at offset: 0x13D07, whence: SCE_SEEK_SET
[21:55:03.402] |T| [read_file]:  sceIoPread: Reading file: fd: 0x32, size: 180985
[21:55:03.402] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x32 at offset: 0x13CDC, whence: SCE_SEEK_SET
[21:55:03.402] |T| [read_file]:  sceIoPread: Reading file: fd: 0x32, size: 181028
[21:55:03.403] |T| [close_file]:  sceIoClose: Closing file: fd: 0x32
[21:55:03.435] |T| [stat_file]:  sceIoGetstat: Statting file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[21:55:03.437] |I| [export_sceIoOpen]:  Opening file: app0:GG2Game/CookedNGP/Textures.tfc
[21:55:03.437] |T| [open_file]:  sceIoOpen: Opening file app0:GG2Game/CookedNGP/Textures.tfc (ux0:/app/PCSG00699/GG2Game/CookedNGP/Textures.tfc)
[21:55:03.440] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x33 at offset: 0x18758, whence: SCE_SEEK_SET
[21:55:03.441] |T| [read_file]:  sceIoPread: Reading file: fd: 0x33, size: 161960
[21:55:03.451] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x33 at offset: 0x18494, whence: SCE_SEEK_SET
[21:55:03.451] |T| [read_file]:  sceIoPread: Reading file: fd: 0x33, size: 162668
[21:55:03.453] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x33 at offset: 0x1834F, whence: SCE_SEEK_SET
[21:55:03.453] |T| [read_file]:  sceIoPread: Reading file: fd: 0x33, size: 162993
[21:55:03.454] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x33 at offset: 0x182C8, whence: SCE_SEEK_SET
[21:55:03.454] |T| [read_file]:  sceIoPread: Reading file: fd: 0x33, size: 163128
[21:55:03.454] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x33 at offset: 0x18287, whence: SCE_SEEK_SET
[21:55:03.454] |T| [read_file]:  sceIoPread: Reading file: fd: 0x33, size: 163193
[21:55:03.455] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x33 at offset: 0x1824D, whence: SCE_SEEK_SET
[21:55:03.455] |T| [read_file]:  sceIoPread: Reading file: fd: 0x33, size: 163251
[21:55:03.455] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x33 at offset: 0x18222, whence: SCE_SEEK_SET
[21:55:03.456] |T| [read_file]:  sceIoPread: Reading file: fd: 0x33, size: 163294
[21:55:03.456] |T| [seek_file]:  sceIoPread: Seeking file: fd: 0x33 at offset: 0x181F7, whence: SCE_SEEK_SET
[21:55:03.456] |T| [read_file]:  sceIoPread: Reading file: fd: 0x33, size: 163337
