[02:11:56.293] |I| [config::init]: log-level: 0
[02:12:17.311] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.311] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.312] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.312] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.313] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.316] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.316] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.316] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.317] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.317] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.318] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.318] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.319] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.319] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.319] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.320] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.320] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.321] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.321] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.321] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.322] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.322] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.322] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.323] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.323] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.324] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.326] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.327] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.327] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.327] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.328] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.328] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.329] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.329] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.329] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.330] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.330] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.331] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.331] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.331] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.332] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.332] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.333] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.333] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.333] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.334] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.334] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.335] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.335] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.339] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.344] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.344] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.345] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.345] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.345] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.346] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.346] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.347] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.347] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.347] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.348] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.350] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.351] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.351] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.352] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.352] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.352] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.353] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.353] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.354] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.355] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.355] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.356] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.356] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.356] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.357] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.357] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.358] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.360] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.361] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.361] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.361] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.362] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.362] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.363] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.363] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.363] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.364] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.364] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.365] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.365] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.366] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.366] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.366] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.367] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.367] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.367] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.368] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.371] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.371] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.372] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.372] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.372] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.373] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.373] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.374] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.374] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.375] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.375] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.375] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.376] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.376] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.377] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.377] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.377] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.378] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.378] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.379] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.379] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.383] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.383] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.384] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.384] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.384] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.385] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.385] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.386] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.386] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.387] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.387] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.387] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.388] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.388] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.389] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.389] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.389] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.390] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.390] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.390] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.391] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.394] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.394] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.394] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.395] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.395] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.396] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.396] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.396] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.397] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.397] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.398] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.398] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.399] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.399] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.400] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.400] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.400] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.401] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.401] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.401] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.402] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.405] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.410] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.411] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.411] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.411] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.412] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.412] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.413] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.413] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.415] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.415] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.416] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.416] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.417] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.417] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.417] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.418] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.418] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.419] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.419] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.419] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.420] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.420] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.421] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.421] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.421] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.422] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.422] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.422] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.423] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.426] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.426] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.427] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.427] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.427] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.428] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.428] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.429] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.429] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.429] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.430] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.430] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.431] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.431] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.432] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.432] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.432] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.433] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.433] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.434] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.434] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.437] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.437] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.438] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.438] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.439] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.439] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.439] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.440] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.440] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.441] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.441] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.441] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.442] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.442] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.442] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.443] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.443] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.444] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.444] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.444] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.445] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.445] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.448] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.449] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.449] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.449] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.450] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.450] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.451] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.451] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.451] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.452] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.452] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.452] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.453] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.453] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.453] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.454] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.454] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.454] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.455] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.455] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.455] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.456] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.459] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.459] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.460] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.460] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.460] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.461] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.461] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.461] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.462] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.462] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.463] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.463] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.463] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.464] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.464] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.465] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.465] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.465] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.466] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.466] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.466] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.467] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.470] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.476] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.477] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.477] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.478] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.478] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.479] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.480] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.480] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.481] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.481] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.482] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.482] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.483] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.483] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.484] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.484] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.485] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.485] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.486] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.486] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.486] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.487] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.487] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.487] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.488] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.491] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.491] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.491] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.492] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.492] |T| [read_file]: sceIoRead: Reading file: fd: 0xE, size: 1024
[02:12:17.557] |T| [close_file]: sceIoClose: Closing file: fd: 0xE
[02:12:17.558] |T| [seek_file]: sceIoLseek32: Seeking file: fd: 0x7 at offset: 0x0, whence: SCE_SEEK_SET
[02:12:17.558] |T| [read_file]: sceIoRead: Reading file: fd: 0x7, size: 1024
[02:12:17.559] |T| [seek_file]: sceIoLseek32: Seeking file: fd: 0x7 at offset: 0xF400, whence: SCE_SEEK_SET
[02:12:17.559] |T| [read_file]: sceIoRead: Reading file: fd: 0x7, size: 1024
[02:12:17.560] |T| [read_file]: sceIoRead: Reading file: fd: 0x7, size: 1024
[02:12:17.670] |W| [unimplemented_impl]: Unimplemented sceKernelGetThreadInfo import called.
