[09:51:10.372] |I| [SDL_main]:  Vita3K v0.1 635-a741c3a
[09:51:15.674] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3C4000, whence: SCE_SEEK_SET
[09:51:15.674] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.674] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3C5000, whence: SCE_SEEK_SET
[09:51:15.675] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.675] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3C6000, whence: SCE_SEEK_SET
[09:51:15.676] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.677] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3C7000, whence: SCE_SEEK_SET
[09:51:15.677] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.677] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3C8000, whence: SCE_SEEK_SET
[09:51:15.678] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.678] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3C9000, whence: SCE_SEEK_SET
[09:51:15.678] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.678] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3CA000, whence: SCE_SEEK_SET
[09:51:15.679] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.679] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3CB000, whence: SCE_SEEK_SET
[09:51:15.679] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.680] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3CC000, whence: SCE_SEEK_SET
[09:51:15.680] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.680] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3CD000, whence: SCE_SEEK_SET
[09:51:15.681] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.681] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3CE000, whence: SCE_SEEK_SET
[09:51:15.681] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.681] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3CF000, whence: SCE_SEEK_SET
[09:51:15.682] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.682] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3D0000, whence: SCE_SEEK_SET
[09:51:15.682] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.682] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3D1000, whence: SCE_SEEK_SET
[09:51:15.683] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.683] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3D2000, whence: SCE_SEEK_SET
[09:51:15.683] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.684] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3D3000, whence: SCE_SEEK_SET
[09:51:15.684] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.684] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3D4000, whence: SCE_SEEK_SET
[09:51:15.684] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.685] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3D5000, whence: SCE_SEEK_SET
[09:51:15.685] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.685] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3D6000, whence: SCE_SEEK_SET
[09:51:15.685] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.686] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3D7000, whence: SCE_SEEK_SET
[09:51:15.686] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.687] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3D8000, whence: SCE_SEEK_SET
[09:51:15.687] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.687] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3D9000, whence: SCE_SEEK_SET
[09:51:15.687] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.687] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3DA000, whence: SCE_SEEK_SET
[09:51:15.688] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.688] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3DB000, whence: SCE_SEEK_SET
[09:51:15.688] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.689] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3DC000, whence: SCE_SEEK_SET
[09:51:15.689] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.690] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3DD000, whence: SCE_SEEK_SET
[09:51:15.690] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.690] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3DE000, whence: SCE_SEEK_SET
[09:51:15.690] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.690] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3DF000, whence: SCE_SEEK_SET
[09:51:15.691] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.692] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3E0000, whence: SCE_SEEK_SET
[09:51:15.692] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.692] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3E1000, whence: SCE_SEEK_SET
[09:51:15.693] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.693] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3E2000, whence: SCE_SEEK_SET
[09:51:15.693] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.693] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3E3000, whence: SCE_SEEK_SET
[09:51:15.694] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.694] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3E4000, whence: SCE_SEEK_SET
[09:51:15.694] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.695] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3E5000, whence: SCE_SEEK_SET
[09:51:15.695] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.695] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3E6000, whence: SCE_SEEK_SET
[09:51:15.696] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.696] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3E7000, whence: SCE_SEEK_SET
[09:51:15.696] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.696] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3E8000, whence: SCE_SEEK_SET
[09:51:15.697] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.697] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3E9000, whence: SCE_SEEK_SET
[09:51:15.697] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.698] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3EA000, whence: SCE_SEEK_SET
[09:51:15.698] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.698] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3EB000, whence: SCE_SEEK_SET
[09:51:15.699] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.699] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3EC000, whence: SCE_SEEK_SET
[09:51:15.699] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.699] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3ED000, whence: SCE_SEEK_SET
[09:51:15.700] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.700] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3EE000, whence: SCE_SEEK_SET
[09:51:15.700] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.701] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3EF000, whence: SCE_SEEK_SET
[09:51:15.701] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.701] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3F0000, whence: SCE_SEEK_SET
[09:51:15.702] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.702] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3F1000, whence: SCE_SEEK_SET
[09:51:15.702] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.702] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3F2000, whence: SCE_SEEK_SET
[09:51:15.703] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.703] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3F3000, whence: SCE_SEEK_SET
[09:51:15.703] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.704] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3F4000, whence: SCE_SEEK_SET
[09:51:15.704] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.704] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3F5000, whence: SCE_SEEK_SET
[09:51:15.705] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.705] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3F6000, whence: SCE_SEEK_SET
[09:51:15.705] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.706] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3F7000, whence: SCE_SEEK_SET
[09:51:15.706] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.706] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3F8000, whence: SCE_SEEK_SET
[09:51:15.706] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.707] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3F9000, whence: SCE_SEEK_SET
[09:51:15.707] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.708] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3FA000, whence: SCE_SEEK_SET
[09:51:15.709] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.709] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3FB000, whence: SCE_SEEK_SET
[09:51:15.709] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.710] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3FC000, whence: SCE_SEEK_SET
[09:51:15.710] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.710] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3FD000, whence: SCE_SEEK_SET
[09:51:15.710] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.711] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3FE000, whence: SCE_SEEK_SET
[09:51:15.711] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.711] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x3FF000, whence: SCE_SEEK_SET
[09:51:15.711] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.711] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x400000, whence: SCE_SEEK_SET
[09:51:15.712] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.712] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x401000, whence: SCE_SEEK_SET
[09:51:15.712] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.713] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x402000, whence: SCE_SEEK_SET
[09:51:15.713] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.713] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x403000, whence: SCE_SEEK_SET
[09:51:15.713] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.714] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x404000, whence: SCE_SEEK_SET
[09:51:15.714] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.714] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x405000, whence: SCE_SEEK_SET
[09:51:15.715] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.715] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x406000, whence: SCE_SEEK_SET
[09:51:15.715] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.715] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x407000, whence: SCE_SEEK_SET
[09:51:15.716] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.716] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x408000, whence: SCE_SEEK_SET
[09:51:15.716] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.717] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x409000, whence: SCE_SEEK_SET
[09:51:15.717] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.717] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x40A000, whence: SCE_SEEK_SET
[09:51:15.718] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.718] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x40B000, whence: SCE_SEEK_SET
[09:51:15.718] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.718] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x40C000, whence: SCE_SEEK_SET
[09:51:15.719] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.719] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x40D000, whence: SCE_SEEK_SET
[09:51:15.719] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.720] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x40E000, whence: SCE_SEEK_SET
[09:51:15.720] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.720] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x40F000, whence: SCE_SEEK_SET
[09:51:15.721] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.721] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x410000, whence: SCE_SEEK_SET
[09:51:15.721] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.721] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x411000, whence: SCE_SEEK_SET
[09:51:15.722] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.722] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x412000, whence: SCE_SEEK_SET
[09:51:15.723] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.723] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x413000, whence: SCE_SEEK_SET
[09:51:15.723] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.723] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x414000, whence: SCE_SEEK_SET
[09:51:15.724] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.724] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x415000, whence: SCE_SEEK_SET
[09:51:15.724] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.724] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x416000, whence: SCE_SEEK_SET
[09:51:15.725] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.726] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x417000, whence: SCE_SEEK_SET
[09:51:15.726] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.727] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x418000, whence: SCE_SEEK_SET
[09:51:15.727] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.727] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x419000, whence: SCE_SEEK_SET
[09:51:15.728] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.728] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x41A000, whence: SCE_SEEK_SET
[09:51:15.728] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.728] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x41B000, whence: SCE_SEEK_SET
[09:51:15.729] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.729] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x41C000, whence: SCE_SEEK_SET
[09:51:15.729] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.730] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x41D000, whence: SCE_SEEK_SET
[09:51:15.730] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.730] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x41E000, whence: SCE_SEEK_SET
[09:51:15.731] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.731] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x41F000, whence: SCE_SEEK_SET
[09:51:15.731] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.731] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x420000, whence: SCE_SEEK_SET
[09:51:15.732] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.732] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x421000, whence: SCE_SEEK_SET
[09:51:15.732] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.733] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x422000, whence: SCE_SEEK_SET
[09:51:15.733] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.733] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x423000, whence: SCE_SEEK_SET
[09:51:15.733] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.734] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x424000, whence: SCE_SEEK_SET
[09:51:15.734] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.734] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x425000, whence: SCE_SEEK_SET
[09:51:15.734] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.735] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x426000, whence: SCE_SEEK_SET
[09:51:15.735] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.735] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x427000, whence: SCE_SEEK_SET
[09:51:15.736] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.736] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x428000, whence: SCE_SEEK_SET
[09:51:15.736] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.737] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x429000, whence: SCE_SEEK_SET
[09:51:15.737] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.737] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x42A000, whence: SCE_SEEK_SET
[09:51:15.737] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.737] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x42B000, whence: SCE_SEEK_SET
[09:51:15.738] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.738] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x42C000, whence: SCE_SEEK_SET
[09:51:15.738] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.739] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x42D000, whence: SCE_SEEK_SET
[09:51:15.739] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.740] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x42E000, whence: SCE_SEEK_SET
[09:51:15.740] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.740] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x42F000, whence: SCE_SEEK_SET
[09:51:15.742] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.742] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x430000, whence: SCE_SEEK_SET
[09:51:15.742] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.743] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x431000, whence: SCE_SEEK_SET
[09:51:15.743] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.743] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x432000, whence: SCE_SEEK_SET
[09:51:15.743] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.744] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x433000, whence: SCE_SEEK_SET
[09:51:15.744] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.744] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x434000, whence: SCE_SEEK_SET
[09:51:15.744] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.744] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x435000, whence: SCE_SEEK_SET
[09:51:15.745] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.745] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x436000, whence: SCE_SEEK_SET
[09:51:15.745] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.745] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x437000, whence: SCE_SEEK_SET
[09:51:15.746] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.746] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x438000, whence: SCE_SEEK_SET
[09:51:15.746] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.747] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x439000, whence: SCE_SEEK_SET
[09:51:15.747] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.747] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x43A000, whence: SCE_SEEK_SET
[09:51:15.747] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.748] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x43B000, whence: SCE_SEEK_SET
[09:51:15.748] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.748] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x43C000, whence: SCE_SEEK_SET
[09:51:15.749] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.749] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x43D000, whence: SCE_SEEK_SET
[09:51:15.749] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.750] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x43E000, whence: SCE_SEEK_SET
[09:51:15.750] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
[09:51:15.750] |T| [seek_file]:  sceIoLseek: Seeking file: fd: 0xA at offset: 0x43F000, whence: SCE_SEEK_SET
[09:51:15.750] |T| [read_file]:  sceIoRead: Reading file: fd: 0xA, size: 4096
